,ACC,Algorithm,F1score,F2score,MCC,model_index,parameters,FNR,FNR_Leak,FNR_Clog,MCC_multiclass,FPR,FPR_Leak,FPR_Clog,balanced_ACC
130,0.8029977076353377,RF,0.8162365309310698,0.7811773291866596,0.6164270485157434,131,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 10}",0.24013749338974083,0.20621052631578948,0.25594684385382055,0.691169892845258,0.13777777777777778,0.003667711598746082,0.09104807692307693,0.8110423644162406
157,0.8063763004761064,RF,0.8235754660816067,0.8001787000220524,0.6160601684855984,158,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 20}",0.21418297197250136,0.18789473684210528,0.22648947951273535,0.6955032193758928,0.16533333333333336,0.017439916405433645,0.09166346153846155,0.8102418473470826
112,0.8014918003879385,RF,0.8133366601210414,0.7751318140626305,0.6160336071939235,113,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 5, 'bootstrap': True, 'max_depth': 8}",0.2479323109465891,0.2082105263157895,0.2662901439645626,0.6898301054875928,0.13066666666666668,0.005041797283176593,0.08425,0.8107005111933723
90,0.7958772703226944,RF,0.8025781666165821,0.751646316692226,0.6160063142746186,91,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 5}",0.27836065573770485,0.23294736842105265,0.2994684385382059,0.6861998593910198,0.10222222222222223,0.00917972831765935,0.05881730769230769,0.8097085610200365
140,0.8044930347381414,RF,0.819534631463663,0.7897243032878403,0.6159710895821198,141,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 20}",0.22850343733474354,0.20621052631578948,0.23884828349944626,0.6921329774570978,0.1502222222222222,0.003667711598746082,0.0997019230769231,0.8106371702215172
10,0.7962581555281255,RF,0.8032891527865631,0.7535693843069656,0.6159068621161229,11,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 5}",0.2757482813326282,0.2246315789473684,0.2994462901439645,0.6864824600602791,0.1048888888888889,0.008260188087774291,0.06194230769230769,0.8096814148892415
156,0.8033644859813084,RF,0.8172900235463056,0.7847745488842134,0.6158289295757853,157,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 20}",0.2349867794817557,0.19399999999999998,0.2540642303433001,0.6924022466260062,0.144,0.011018808777429466,0.08543269230769229,0.8105066102591222
144,0.8048598130841123,RF,0.8207209263030822,0.7925772664179758,0.6156663013826729,145,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 20}",0.224632469592808,0.18578947368421062,0.24265780730897007,0.6933638128225512,0.15466666666666665,0.00734587251828631,0.0978846153846154,0.8103504318702626
54,0.8030012343502029,RF,0.8166739260090432,0.7829798605059586,0.615564288568018,55,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 10}",0.23753569539925962,0.19831578947368425,0.25592469545957913,0.6912857694285621,0.14133333333333334,0.007795193312434692,0.08793269230769232,0.8105654856337037
34,0.8011179686122378,RF,0.8130505841130011,0.7750107296172658,0.6153517485601646,35,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 8}",0.24792173453199365,0.2082105263157895,0.26637873754152824,0.6897181340660314,0.13155555555555554,0.007335423197492164,0.08175,0.8102613549562253
62,0.8037488979016046,RF,0.8194979826934634,0.7905243477830681,0.613851326370329,63,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 5, 'bootstrap': True, 'max_depth': 20}",0.22719196192490737,0.19200000000000006,0.24356589147286822,0.6914565765827018,0.15377777777777776,0.005966562173458725,0.09909615384615388,0.8095151301486574
92,0.7943784165050255,RF,0.8008986731588799,0.7497654908965271,0.6135502086668457,93,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 5, 'bootstrap': True, 'max_depth': 5}",0.2802855631940772,0.2348421052631579,0.30137320044296784,0.6842174763224679,0.10311111111111111,0.010099268547544409,0.058201923076923075,0.8083016628474059
24,0.8011144418973726,RF,0.8141545413721053,0.7790869662208851,0.6132826245147244,25,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 8}",0.2421152829190904,0.20021052631578942,0.261594684385382,0.6888313263339089,0.13955555555555557,0.007340647857889235,0.08734615384615385,0.809164580762677
136,0.8014882736730735,RF,0.8149256474747609,0.7810189158961305,0.6131090844970426,137,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 10}",0.2395346377578001,0.19200000000000003,0.2616611295681063,0.6896239974310309,0.14222222222222222,0.00917972831765935,0.08665384615384614,0.8091215700099889
77,0.8048774466584376,RF,0.8222788760660191,0.7992702480391515,0.612921048533384,78,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 20}",0.21483870967741936,0.18589473684210525,0.22834994462901437,0.6932847270263259,0.168,0.018359456635318704,0.09228846153846154,0.8085806451612904
137,0.8033680126961735,RF,0.8192750068923129,0.7924283959198106,0.6125427647878842,138,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 10}",0.22392384981491276,0.1877894736842106,0.24070874861572533,0.6918300339693247,0.1591111111111111,0.017439916405433645,0.08733653846153847,0.8084825195369879
114,0.7996191147945688,RF,0.811628319778726,0.7736750466844362,0.6122004348844726,115,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 8}",0.24922263352723426,0.21031578947368426,0.26733111849390917,0.6872244478672758,0.13333333333333333,0.007800417972831766,0.08236538461538462,0.8087220165697161
22,0.8003738317757009,RF,0.8131994364584074,0.7771512957637622,0.6121546771482708,23,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 5, 'bootstrap': True, 'max_depth': 8}",0.24468535166578526,0.2002105263157895,0.265359911406423,0.6877336289112946,0.13777777777777778,0.007800417972831766,0.08549038461538462,0.8087684352782185
44,0.8018656321636396,RF,0.8164078631809129,0.7856380927379051,0.6120278047015096,45,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 10}",0.233030142781597,0.19399999999999998,0.25114064230343297,0.6891199946922159,0.1502222222222222,0.006426332288401253,0.09600961538461539,0.8083738174980902
56,0.800751190266267,RF,0.8140523174589279,0.7798932517981199,0.6118890953175135,57,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 10}",0.24079323109465892,0.19399999999999998,0.26259136212624584,0.6887032400088329,0.14222222222222222,0.011468129571577845,0.08357692307692309,0.8084922733415594
111,0.800377358490566,RF,0.8135474049616108,0.7781322383051916,0.6117716821745242,112,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 2, 'bootstrap': False, 'max_depth': 8}",0.2433315705975675,0.21463157894736842,0.2568327796234773,0.6876614754383479,0.13955555555555557,0.010094043887147335,0.08360576923076923,0.8085564369234385
79,0.8030047610650678,RF,0.8190467048902864,0.7919752285593638,0.6116652127713121,80,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 20}",0.22454785827604437,0.19189473684210526,0.2397563676633444,0.6913180845311295,0.15911111111111112,0.019733542319749213,0.08420192307692308,0.8081705153064221
21,0.8007406101216716,RF,0.8147502746069609,0.7806241761279183,0.6111696551190124,22,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': False, 'max_depth': 8}",0.24014806980433628,0.20421052631578945,0.2568992248062015,0.6882450269886963,0.1431111111111111,0.011933124346917446,0.08363461538461539,0.808370409542276
55,0.8029906542056076,RF,0.8198507408944354,0.794290226984565,0.610642126159463,56,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 10}",0.22133262823902697,0.19421052631578953,0.23413067552602437,0.6908269448896565,0.16355555555555554,0.017899686520376174,0.0898076923076923,0.8075559081027087
102,0.7996296949391641,RF,0.8124685550242775,0.7764831271992846,0.6106257605403703,103,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 5, 'bootstrap': True, 'max_depth': 8}",0.2453199365415124,0.20210526315789473,0.2654263565891472,0.6863064647194409,0.13866666666666666,0.005506792058516195,0.08920192307692307,0.8080066983959103
124,0.8014882736730735,RF,0.8165167603197842,0.7865020125112782,0.6105824498257642,125,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 10}",0.23173982020095182,0.18568421052631584,0.2530675526024363,0.6884187204969475,0.15288888888888885,0.006426332288401253,0.09789423076923079,0.8076856454550797
80,0.7947593017104567,RF,0.8033729443063348,0.756549029370307,0.6101488732271061,81,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 5}",0.2712109994711792,0.2163157894736842,0.2965891472868217,0.6832714857501313,0.11466666666666668,0.010553814002089861,0.06564423076923079,0.8070611669310772
12,0.7932604478927878,RF,0.8003644359867104,0.7508352161170597,0.6099308466353067,13,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 5, 'bootstrap': True, 'max_depth': 5}",0.278339502908514,0.23284210526315793,0.2994241417497231,0.6818141711337341,0.10844444444444447,0.010559038662486937,0.06129807692307693,0.8066080263235207
30,0.7981202609769,RF,0.8099134423629812,0.7706135663418887,0.6099208140235072,31,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 8}",0.25310417768376525,0.20610526315789474,0.27486157253599114,0.6848414376156738,0.13155555555555556,0.005041797283176593,0.08485576923076923,0.8076701333803394
64,0.8018656321636396,RF,0.8176337695355084,0.7894089667922671,0.6098469483810335,65,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 20}",0.22784769962982548,0.19399999999999998,0.24352159468438536,0.6882913453730392,0.15733333333333333,0.007340647857889238,0.09975000000000003,0.8074094835184207
159,0.8022465173690708,RF,0.8191778738745958,0.7940338453113526,0.6090012718791702,160,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 20}",0.2213220518244315,0.1877894736842106,0.23692137320044296,0.6898904176402929,0.1653333333333333,0.01927899686520376,0.08916346153846154,0.8066723074211174
104,0.7992311761594074,RF,0.8127552453788438,0.7786096976676411,0.608582241557947,105,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 8}",0.24211528291909037,0.19389473684210526,0.2644739756367663,0.6855805110113308,0.14400000000000002,0.008260188087774295,0.08922115384615385,0.8069423585404547
14,0.7917580673602538,RF,0.7981788984108499,0.7471098913648029,0.6084286811388072,15,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 5}",0.2828767847699629,0.2327368421052632,0.30611295681063116,0.6801597721608897,0.10577777777777779,0.010559038662486937,0.059432692307692304,0.8056727187261294
84,0.7943784165050256,RF,0.8034858976510278,0.7582114172907278,0.6083628033997928,85,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 5}",0.26864093072448436,0.20842105263157895,0.29656699889258026,0.682480938491162,0.11911111111111115,0.011473354231974917,0.06749038461538462,0.806123979082202
155,0.8030188679245281,RF,0.8212733461654885,0.7996953288903415,0.6083538832111582,156,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 20}",0.21351665785298782,0.19210526315789472,0.2236544850498339,0.6898320125828096,0.1742222222222222,0.016065830721003135,0.09971153846153849,0.8061305599623949
143,0.8030047610650679,RF,0.8214543911641963,0.8001601010886206,0.6080253813636659,144,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 20}",0.2129032258064516,0.18578947368421056,0.22555924695459578,0.6894163020268624,0.17511111111111113,0.011473354231974917,0.10657692307692308,0.8059928315412185
82,0.7932533944630578,RF,0.8013737420452035,0.7537230057371435,0.6080177918725569,83,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 5, 'bootstrap': True, 'max_depth': 5}",0.2744685351665785,0.22252631578947366,0.2984939091915836,0.6809161759845759,0.1137777777777778,0.009179728317659352,0.066875,0.8058768435278217
75,0.8022676776582612,RF,0.8200573800626653,0.797190154167448,0.6079045842949953,76,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 20}",0.21674246430460073,0.18589473684210528,0.23118493909191584,0.6893153250186033,0.17155555555555557,0.016980146290491115,0.0966346153846154,0.805850990069922
20,0.7981132075471697,RF,0.8109371075678605,0.7742796871825406,0.6078726041613347,21,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 8}",0.2479428873611846,0.20210526315789473,0.26919158361018825,0.6840448614548927,0.13866666666666666,0.005961337513061652,0.08858653846153847,0.8066952229860743
71,0.8026520895785576,RF,0.8206324231715934,0.7982756574634463,0.6078027737774413,72,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 2, 'bootstrap': False, 'max_depth': 20}",0.21546271813855103,0.19421052631578953,0.22555924695459578,0.6885632876901703,0.17244444444444443,0.009639498432601881,0.10709615384615388,0.8060464187085024
59,0.8003597249162406,RF,0.8158472674006946,0.7866949671784333,0.6076423812091674,60,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 10}",0.23106292966684294,0.1938947368421053,0.24830564784053155,0.6877060798764876,0.15644444444444447,0.020193312434691742,0.08175961538461538,0.8062463129443563
26,0.7955140186915888,svm_rbf,0.80615240405027,0.7627245738529942,0.6075191615267999,27,"{'kernel': 'rbf', 'C': 100, 'gamma': 0.01}",0.263416181914331,0.16505263157894742,0.30897009966777395,0.6824599090770375,0.12355555555555554,0.0013740856844305122,0.08418269230769232,0.8065141312650568
51,0.8003914653500265,RF,0.8159596696106387,0.7864309005443318,0.6074792024386935,52,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 2, 'bootstrap': False, 'max_depth': 10}",0.2316446324695928,0.2166315789473684,0.23880398671096348,0.6857575255192703,0.15555555555555553,0.009174503657262278,0.09600000000000003,0.8063999059874258
139,0.8003526714865103,RF,0.8159927132620501,0.787528419810798,0.6074173206642467,140,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 10}",0.2297831835007932,0.1938947368421053,0.24644518272425248,0.6876090700759359,0.15822222222222224,0.01881922675026123,0.08483653846153846,0.8059972971384924
4,0.7936413330982189,RF,0.802535223487767,0.7570341041351639,0.6072135441410398,5,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 5}",0.2699206768905341,0.20842105263157895,0.29847176079734217,0.6813621095963103,0.11911111111111115,0.010553814002089861,0.06870192307692308,0.8054841059991774
94,0.7913771821548227,RF,0.7981147830967045,0.7475000905162438,0.607207630580062,95,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 5}",0.2822421998942358,0.2368421052631579,0.30327796234772975,0.6793068180815126,0.10755555555555558,0.011018808777429466,0.0600673076923077,0.8051011222751043
35,0.799245283018868,RF,0.8136910598715148,0.7814580562252672,0.6072029801225931,36,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 8}",0.2381702802749868,0.20442105263157895,0.25397563676633444,0.6859229830805379,0.14933333333333335,0.017439916405433645,0.08051923076923079,0.8062481931958397
26,0.7988785046728971,RF,0.8130252655157569,0.7799189431893684,0.6071502519273135,27,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 8}",0.24016922263352722,0.19189473684210526,0.26252491694352154,0.6851375912099832,0.14755555555555555,0.010094043887147332,0.08915384615384615,0.8061376109054588
33,0.7981343678363604,RF,0.8113753652100049,0.7761171298268352,0.6070147368300828,34,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 8}",0.24528820729772602,0.21652631578947368,0.25875968992248055,0.6838278533144782,0.14222222222222225,0.010553814002089861,0.08486538461538462,0.8062447852400259
153,0.8022676776582612,RF,0.820508390278065,0.7978762595736246,0.6067912188640894,154,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 20}",0.21609730301427818,0.1982105263157895,0.22465116279069763,0.6878668257679275,0.17244444444444448,0.009639498432601881,0.10716346153846155,0.8057291262706385
119,0.798501146182331,RF,0.8126531566560466,0.779420822273346,0.6064907070520403,120,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 8}",0.24076150185087253,0.20010526315789476,0.25966777408637864,0.6855288323961478,0.1475555555555556,0.01927899686520376,0.07676923076923078,0.805841471296786
113,0.7977464292011992,RF,0.8110999458980832,0.7759977578141174,0.6062308420311938,114,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 8}",0.24529878371232147,0.21652631578947368,0.2587596899224806,0.6832410703439379,0.14311111111111113,0.010094043887147332,0.08611538461538462,0.8057950525882838
135,0.8007582436959971,RF,0.8177674991396124,0.7923018179080958,0.6061583639119215,136,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 10}",0.22324695928080382,0.19210526315789472,0.2378737541528239,0.687250593641426,0.16622222222222224,0.01790491118077325,0.09166346153846155,0.8052654092484868
116,0.7969952389349321,RF,0.8097267705870234,0.7733638543437528,0.6059372252243739,117,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 8}",0.2485880486515071,0.19800000000000004,0.2720487264673311,0.683033424770498,0.14044444444444446,0.009639498432601876,0.0848076923076923,0.8054837534520243
57,0.8000141068594604,RF,0.8163163839531821,0.7893322166138066,0.605647203301527,58,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 10}",0.2271285034373347,0.1962105263157895,0.24170542635658915,0.6866113766604924,0.16266666666666665,0.02018808777429467,0.08607692307692309,0.8051024149479993
31,0.7977534826309293,RF,0.811562579537697,0.7773964784109978,0.6056179303897874,32,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 2, 'bootstrap': False, 'max_depth': 8}",0.2433421470121629,0.21463157894736842,0.2568549280177187,0.6830722964805095,0.1457777777777778,0.010094043887147335,0.0879519230769231,0.8054400376050297
0,0.792509257626521,RF,0.8013046677720587,0.7549299267019771,0.6054743848147819,1,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 5}",0.2725330512956108,0.21652631578947368,0.29853820598006636,0.679632657077388,0.11822222222222224,0.01101358411703239,0.06748076923076923,0.8046223632410835
115,0.7981308411214953,RF,0.812470745706558,0.7797599029854569,0.6054172534872171,116,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 8}",0.24011634056054995,0.20231578947368423,0.2577851605758582,0.6843732484214954,0.14933333333333335,0.01698537095088819,0.08113461538461539,0.8052751630530584
96,0.7913771821548227,RF,0.7989081002632158,0.7503018761512966,0.6053122561858558,97,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 5}",0.2783712321523003,0.2307368421052632,0.30042081949058685,0.6785561047128071,0.11288888888888891,0.012392894461859977,0.061894230769230785,0.8043699394794053
117,0.7981273144066301,RF,0.8125075815679401,0.7801729913293488,0.6052496091988284,118,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 8}",0.23947117927022743,0.20210526315789476,0.2567884828349944,0.6843363689456662,0.15022222222222223,0.01652560083594566,0.08235576923076923,0.8051532992537753
