,Algorithm,model_index,parameters,FNR,FPR,MCC,ACC,F1score,F2score
0,Naive Bayes,1,{'NB_Classifiers': GaussianNB()},"{'FNR': 0.29970386039132735, 'FNR_Leak': 0.20442105263157895, 'FNR_Clog': 0.3440310077519379, 'MCC_multiclass': 0.5871839078466697}","{'FPR': 0.22933333333333342, 'FPR_Leak': 0.0761337513061651, 'FPR_Clog': 0.056903846153846145, 'balanced_ACC': 0.7354814031376697}",0.4689527604943343,0.7299735496385117,0.7490431870427139,0.7183369245810008
1,Naive Bayes,2,{'NB_Classifiers': MultinomialNB()},"{'FNR': 0.29579058699101, 'FNR_Leak': 0.19600000000000006, 'FNR_Clog': 0.34210409745293463, 'MCC_multiclass': 0.571342781236767}","{'FPR': 0.23822222222222225, 'FPR_Leak': 0.0, 'FPR_Clog': 0.16588461538461544, 'balanced_ACC': 0.7329935953933839}",0.46395753884304186,0.7284852759654382,0.749250889522458,0.7209542906621875
