,Algorithm,model_index,parameters,FNR,FPR,MCC,ACC,F1score,F2score
15,svm_poly,16,"{'kernel': 'poly', 'C': 0.1, 'gamma': 0.1, 'degree': 5}","{'FNR': 0.7132734003172927, 'FNR_Leak': 0.7266315789473684, 'FNR_Clog': 0.7071317829457362, 'MCC_multiclass': 0.37498970904227186}","{'FPR': 0.03644444444444444, 'FPR_Leak': 0.0, 'FPR_Clog': 0.025346153846153845, 'balanced_ACC': 0.6251410776191315}",0.32181036276708214,0.5719167695291835,0.43111355232700616,0.33063097699936905
16,svm_poly,17,"{'kernel': 'poly', 'C': 0.1, 'gamma': 1, 'degree': 2}","{'FNR': 0.31901639344262295, 'FNR_Leak': 0.2733684210526316, 'FNR_Clog': 0.34013289036544847, 'MCC_multiclass': 0.5783690909295232}","{'FPR': 0.19644444444444442, 'FPR_Leak': 0.001833855799373041, 'FPR_Clog': 0.134375, 'balanced_ACC': 0.7422695810564663}",0.48194174314941457,0.7326009522130135,0.744906437145516,0.7047182498311727
17,svm_poly,18,"{'kernel': 'poly', 'C': 0.1, 'gamma': 1, 'degree': 3}","{'FNR': 0.2045267054468535, 'FNR_Leak': 0.13010526315789475, 'FNR_Clog': 0.23895902547065342, 'MCC_multiclass': 0.6508551652976416}","{'FPR': 0.2417777777777778, 'FPR_Leak': 0.005041797283176595, 'FPR_Clog': 0.16159615384615386, 'balanced_ACC': 0.7768477583876845}",0.5520611812000943,0.7798130841121494,0.8071023509019998,0.7999297595080344
18,svm_poly,19,"{'kernel': 'poly', 'C': 0.1, 'gamma': 1, 'degree': 4}","{'FNR': 0.30797461660497094, 'FNR_Leak': 0.26052631578947366, 'FNR_Clog': 0.3297009966777408, 'MCC_multiclass': 0.5531334930312731}","{'FPR': 0.24711111111111111, 'FPR_Leak': 0.01788923719958203, 'FPR_Clog': 0.147875, 'balanced_ACC': 0.722457136141959}",0.44122504683291697,0.7176441544701109,0.7388005838676976,0.7096847295035223
19,svm_poly,20,"{'kernel': 'poly', 'C': 0.1, 'gamma': 1, 'degree': 5}","{'FNR': 0.28145954521417244, 'FNR_Leak': 0.23199999999999998, 'FNR_Clog': 0.3043632336655591, 'MCC_multiclass': 0.5728131511130798}","{'FPR': 0.2533333333333333, 'FPR_Leak': 0.023385579937304068, 'FPR_Clog': 0.14477884615384615, 'balanced_ACC': 0.7326035607262472}",0.4612008570061609,0.7303967554223241,0.7545522517151038,0.732316302077134
20,svm_poly,21,"{'kernel': 'poly', 'C': 1, 'gamma': 0.0001, 'degree': 2}","{'FNR': 1.0, 'FNR_Leak': 1.0, 'FNR_Clog': 1.0, 'MCC_multiclass': 0.0}","{'FPR': 0.0, 'FPR_Leak': 0.0, 'FPR_Clog': 0.0, 'balanced_ACC': 0.5}",0.0,0.4213542585081996,0.0,0.0
21,svm_poly,22,"{'kernel': 'poly', 'C': 1, 'gamma': 0.0001, 'degree': 3}","{'FNR': 1.0, 'FNR_Leak': 1.0, 'FNR_Clog': 1.0, 'MCC_multiclass': 0.0}","{'FPR': 0.0, 'FPR_Leak': 0.0, 'FPR_Clog': 0.0, 'balanced_ACC': 0.5}",0.0,0.4213542585081996,0.0,0.0
22,svm_poly,23,"{'kernel': 'poly', 'C': 1, 'gamma': 0.0001, 'degree': 4}","{'FNR': 1.0, 'FNR_Leak': 1.0, 'FNR_Clog': 1.0, 'MCC_multiclass': 0.0}","{'FPR': 0.0, 'FPR_Leak': 0.0, 'FPR_Clog': 0.0, 'balanced_ACC': 0.5}",0.0,0.4213542585081996,0.0,0.0
23,svm_poly,24,"{'kernel': 'poly', 'C': 1, 'gamma': 0.0001, 'degree': 5}","{'FNR': 1.0, 'FNR_Leak': 1.0, 'FNR_Clog': 1.0, 'MCC_multiclass': 0.0}","{'FPR': 0.0, 'FPR_Leak': 0.0, 'FPR_Clog': 0.0, 'balanced_ACC': 0.5}",0.0,0.4213542585081996,0.0,0.0
24,svm_poly,25,"{'kernel': 'poly', 'C': 1, 'gamma': 0.001, 'degree': 2}","{'FNR': 1.0, 'FNR_Leak': 1.0, 'FNR_Clog': 1.0, 'MCC_multiclass': 0.0}","{'FPR': 0.0, 'FPR_Leak': 0.0, 'FPR_Clog': 0.0, 'balanced_ACC': 0.5}",0.0,0.4213542585081996,0.0,0.0
25,svm_poly,26,"{'kernel': 'poly', 'C': 1, 'gamma': 0.001, 'degree': 3}","{'FNR': 1.0, 'FNR_Leak': 1.0, 'FNR_Clog': 1.0, 'MCC_multiclass': 0.0}","{'FPR': 0.0, 'FPR_Leak': 0.0, 'FPR_Clog': 0.0, 'balanced_ACC': 0.5}",0.0,0.4213542585081996,0.0,0.0
26,svm_poly,27,"{'kernel': 'poly', 'C': 1, 'gamma': 0.001, 'degree': 4}","{'FNR': 1.0, 'FNR_Leak': 1.0, 'FNR_Clog': 1.0, 'MCC_multiclass': 0.0}","{'FPR': 0.0, 'FPR_Leak': 0.0, 'FPR_Clog': 0.0, 'balanced_ACC': 0.5}",0.0,0.4213542585081996,0.0,0.0
27,svm_poly,28,"{'kernel': 'poly', 'C': 1, 'gamma': 0.001, 'degree': 5}","{'FNR': 1.0, 'FNR_Leak': 1.0, 'FNR_Clog': 1.0, 'MCC_multiclass': 0.0}","{'FPR': 0.0, 'FPR_Leak': 0.0, 'FPR_Clog': 0.0, 'balanced_ACC': 0.5}",0.0,0.4213542585081996,0.0,0.0
28,svm_poly,29,"{'kernel': 'poly', 'C': 1, 'gamma': 0.01, 'degree': 2}","{'FNR': 0.9262400846113167, 'FNR_Leak': 0.955157894736842, 'FNR_Clog': 0.9127796234772981, 'MCC_multiclass': 0.0880571658217188}","{'FPR': 0.054222222222222206, 'FPR_Leak': 0.0, 'FPR_Clog': 0.03772115384615385, 'balanced_ACC': 0.5097688465832306}",0.045295658089671544,0.4412026097690002,0.1314741496803192,0.08944739274831051
29,svm_poly,30,"{'kernel': 'poly', 'C': 1, 'gamma': 0.01, 'degree': 3}","{'FNR': 1.0, 'FNR_Leak': 1.0, 'FNR_Clog': 1.0, 'MCC_multiclass': 0.0}","{'FPR': 0.0, 'FPR_Leak': 0.0, 'FPR_Clog': 0.0, 'balanced_ACC': 0.5}",0.0,0.4213542585081996,0.0,0.0
