,ACC,Algorithm,F1score,F2score,MCC,model_index,parameters,FNR,FNR_Leak,FNR_Clog,MCC_multiclass,FPR,FPR_Leak,FPR_Clog,balanced_ACC
158,0.782789631,RF,0.792593162,0.747294479,0.585033676,159,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 20}",0.27958752,0.207684211,0.312735327,0.665198271,0.131555556,0.018364681,0.066807692,0.794428462
84,0.778307177,RF,0.783645416,0.730552196,0.584743805,85,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 5}",0.300285563,0.218,0.338316722,0.662393018,0.113777778,0.018819227,0.053798077,0.79296833
72,0.782419326,RF,0.791755851,0.746173448,0.58469501,73,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 5, 'bootstrap': True, 'max_depth': 20}",0.28085669,0.201368421,0.317475083,0.66374463,0.130666667,0.011018809,0.076125,0.794238322
130,0.782056075,RF,0.791115982,0.745478256,0.584595028,131,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 10}",0.281470122,0.201684211,0.318294574,0.663460841,0.130666667,0.010099269,0.077355769,0.793931606
156,0.782433433,RF,0.791888457,0.74663677,0.58445772,157,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 20}",0.280200952,0.205684211,0.314573643,0.66421131,0.131555556,0.015606061,0.070548077,0.794121746
43,0.786185858,RF,0.79968039,0.763963162,0.584365774,44,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 10}",0.257503966,0.183263158,0.291827243,0.666741859,0.153777778,0.012398119,0.090365385,0.794359128
103,0.783554929,RF,0.794264179,0.752057364,0.584348672,104,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 8}",0.273051296,0.197789474,0.307884828,0.665209042,0.138666667,0.016530825,0.074288462,0.794141019
159,0.783547875,RF,0.794472443,0.752164258,0.584152857,160,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 20}",0.273051296,0.195368421,0.308925803,0.666149245,0.138666667,0.023411703,0.064932692,0.794141019
0,0.77681185,RF,0.780997682,0.725068048,0.583977911,1,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 5}",0.307382337,0.224105263,0.345869324,0.660091701,0.107555556,0.0142372,0.055682692,0.792531054
10,0.77418092,RF,0.776114076,0.715675974,0.583774982,11,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 5}",0.319037546,0.219894737,0.364872647,0.659233274,0.097777778,0.016071055,0.046384615,0.791592338
145,0.788414742,RF,0.805034959,0.776551015,0.583700721,146,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 20}",0.240676891,0.166947368,0.274772979,0.669537404,0.171555556,0.016980146,0.096586538,0.793883777
139,0.78316699,RF,0.79375324,0.751450284,0.583680275,140,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 10}",0.27371761,0.191473684,0.311760797,0.665694639,0.138666667,0.022951933,0.065557692,0.793807862
140,0.783551402,RF,0.794462917,0.75334772,0.583663059,141,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 20}",0.271115812,0.203684211,0.302259136,0.663466729,0.141333333,0.007345873,0.088519231,0.793775427
24,0.782041968,RF,0.791549851,0.746510384,0.583390645,25,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 8}",0.280232681,0.209894737,0.312646733,0.662763113,0.132444444,0.012852665,0.074884615,0.793661437
143,0.786908834,RF,0.802121608,0.769782215,0.583107784,144,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 20}",0.249751454,0.168947368,0.287043189,0.667404731,0.162666667,0.012857889,0.095961538,0.79379094
4,0.77681185,RF,0.781472001,0.726885337,0.582868971,5,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 5}",0.304812269,0.22,0.343986711,0.66014874,0.111111111,0.017445141,0.053788462,0.79203831
23,0.783184624,RF,0.794288547,0.752908281,0.582857058,24,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 8}",0.271750397,0.203789474,0.303211517,0.66387685,0.141333333,0.015151515,0.077971154,0.793458135
64,0.783544348,RF,0.79524664,0.754862482,0.582796901,65,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 20}",0.269212057,0.201578947,0.300354374,0.664276204,0.144,0.014691745,0.080423077,0.793393971
9,0.775676248,svm_rbf,0.779603956,0.720616695,0.582650738,10,"{'kernel': 'rbf', 'C': 1, 'gamma': 0.001}",0.313823374,0.191578947,0.370609081,0.657155716,0.101333333,0,0.070596154,0.792421646
21,0.782807265,RF,0.793619563,0.751073372,0.582449972,22,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': False, 'max_depth': 8}",0.274362771,0.205789474,0.30606866,0.66314524,0.138666667,0.01469697,0.07675,0.793485281
41,0.785046729,RF,0.798386278,0.761875187,0.58231707,42,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': False, 'max_depth': 10}",0.260116341,0.185368421,0.294684385,0.664983076,0.152888889,0.012398119,0.089759615,0.793497385
114,0.780179862,RF,0.788670182,0.740882337,0.582253705,115,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 8}",0.287329455,0.209789474,0.323145072,0.661770418,0.127111111,0.016065831,0.066836538,0.792779717
26,0.78953271,svm_rbf,0.808090978,0.782783682,0.582114672,27,"{'kernel': 'rbf', 'C': 100, 'gamma': 0.01}",0.232913802,0.119894737,0.285204873,0.669148477,0.179555556,0.008244514,0.114,0.793765321
2,0.763315112,svm_rbf,0.756082594,0.678352809,0.581669582,3,"{'kernel': 'rbf', 'C': 0.1, 'gamma': 0.01}",0.365013221,0.251052632,0.418006645,0.648874554,0.060444444,0,0.042067308,0.787271168
86,0.777185682,RF,0.782968152,0.730361961,0.581634381,87,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 5}",0.300285563,0.216,0.339224806,0.659918352,0.116444444,0.017899687,0.056875,0.791634996
1,0.77831423,RF,0.785254275,0.73461365,0.581537928,2,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': False, 'max_depth': 5}",0.295071391,0.209684211,0.334440753,0.661780941,0.120888889,0.025245559,0.050125,0.79201986
123,0.78466937,RF,0.798265586,0.762595057,0.581526665,124,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 10}",0.258794289,0.193368421,0.288947951,0.66428768,0.155555556,0.012398119,0.091634615,0.792825078
67,0.786545583,RF,0.80247949,0.771928441,0.581263633,68,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 20}",0.246525648,0.172947368,0.280465116,0.667189022,0.168,0.020198537,0.089759615,0.792737176
26,0.782045495,RF,0.793320471,0.751235594,0.581245395,27,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 8}",0.273759915,0.203578947,0.30606866,0.663034924,0.141333333,0.016985371,0.075413462,0.792453376
125,0.785057309,RF,0.798991052,0.764530839,0.581229653,126,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 10}",0.256203067,0.189473684,0.287109635,0.665118666,0.158222222,0.017439916,0.086644231,0.792787355
52,0.780913419,RF,0.790792625,0.745873919,0.580695284,53,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 5, 'bootstrap': True, 'max_depth': 10}",0.280867266,0.205578947,0.315548173,0.660775746,0.134222222,0.011938349,0.077365385,0.792455256
25,0.779051314,svm_rbf,0.787013624,0.737115742,0.58056759,26,"{'kernel': 'rbf', 'C': 100, 'gamma': 0.001}",0.292511898,0.156736842,0.355348837,0.659329993,0.122666667,0.002288401,0.082365385,0.792410717
106,0.781678716,RF,0.792886459,0.751094757,0.580326085,107,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 8}",0.273738763,0.199473684,0.307951274,0.662392097,0.142222222,0.017445141,0.075461538,0.792019508
58,0.779058367,RF,0.788108816,0.741134425,0.579063543,59,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 10}",0.286673718,0.207578947,0.323145072,0.659781855,0.130666667,0.018364681,0.066192308,0.791329808
47,0.783925234,RF,0.798450436,0.763965477,0.578324755,48,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 10}",0.256879958,0.191263158,0.287109635,0.66317246,0.16,0.018814002,0.086028846,0.791560021
27,0.782433433,RF,0.79541077,0.757468399,0.578262643,28,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 8}",0.265298784,0.187368421,0.301262458,0.662693436,0.152,0.020653083,0.077951923,0.791350608
109,0.783191677,RF,0.797268592,0.761830994,0.577946853,110,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 8}",0.259481756,0.185368421,0.293709856,0.663465086,0.158222222,0.023401254,0.078538462,0.791148011
127,0.783181097,RF,0.797428711,0.762753375,0.577160594,128,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 10}",0.258180857,0.187263158,0.290919158,0.662290741,0.16,0.019273772,0.085384615,0.790909572
147,0.78392876,RF,0.799599791,0.768014969,0.576699511,148,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 20}",0.251052353,0.179157895,0.28427464,0.663168366,0.168,0.019738767,0.090346154,0.790473823
121,0.78242638,RF,0.796422586,0.76110011,0.576596408,122,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': False, 'max_depth': 10}",0.260105764,0.181263158,0.296566999,0.66091052,0.159111111,0.011938349,0.094692308,0.790391562
83,0.775693881,RF,0.782769911,0.732424203,0.576457262,84,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 5}",0.297017451,0.209684211,0.337320044,0.657406303,0.124444444,0.022497388,0.056288462,0.789269052
81,0.776067713,RF,0.783852815,0.734858836,0.576187912,82,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': False, 'max_depth': 5}",0.293791645,0.207684211,0.333488372,0.657888285,0.128,0.022951933,0.058144231,0.789104178
8,0.774942691,RF,0.781225538,0.729769487,0.576004805,9,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 5}",0.300274987,0.218,0.338294574,0.655733035,0.121777778,0.019278997,0.058721154,0.788973618
16,0.774914477,svm_rbf,0.781552256,0.727686002,0.575667598,17,"{'kernel': 'rbf', 'C': 10, 'gamma': 0.0001}",0.304135378,0.187473684,0.358294574,0.65305366,0.116444444,0,0.081134615,0.789710089
46,0.779795451,RF,0.791659914,0.751441548,0.57555277,47,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 10}",0.27244844,0.199578947,0.30606866,0.65865446,0.148444444,0.016071055,0.081673077,0.789553558
88,0.775305943,RF,0.782468715,0.73228142,0.575535439,89,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 5}",0.297059757,0.216,0.334507198,0.656181082,0.125333333,0.021112853,0.058721154,0.788803455
9,0.776441545,RF,0.784827435,0.736950887,0.575439075,10,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 5}",0.291200423,0.207684211,0.329678848,0.657877845,0.130666667,0.026165099,0.055653846,0.789066455
126,0.780560748,RF,0.79355325,0.755483705,0.575116153,127,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 10}",0.267244844,0.195368421,0.300420819,0.659214349,0.153777778,0.016985371,0.084134615,0.789488689
66,0.780539587,RF,0.793320951,0.754993627,0.574977356,67,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 20}",0.267942887,0.203684211,0.297585825,0.658622901,0.152888889,0.016525601,0.084163462,0.789584112
68,0.780550168,RF,0.793646232,0.75553851,0.574728915,69,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 20}",0.267276573,0.201473684,0.297607973,0.658974344,0.153777778,0.018824451,0.081673077,0.789472824
49,0.782429907,RF,0.79757977,0.764083503,0.574324314,50,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 10}",0.256245373,0.185263158,0.2889701,0.6609577,0.164444444,0.022476489,0.084134615,0.789655091
87,0.775697408,RF,0.78389621,0.736164985,0.574254552,88,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 5}",0.291824432,0.205578947,0.33158361,0.656955962,0.131555556,0.025700104,0.056865385,0.788310006
63,0.782793158,RF,0.798614127,0.76686405,0.574252303,64,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 20}",0.252353252,0.175052632,0.28799557,0.66054826,0.168888889,0.013317659,0.099673077,0.789378929
85,0.775316523,RF,0.783152891,0.734643732,0.574117856,86,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 5}",0.293781068,0.209789474,0.332513843,0.656072864,0.129777778,0.023861024,0.058134615,0.788220577
48,0.779802504,RF,0.792393196,0.753031144,0.574105654,49,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 10}",0.270523533,0.203684211,0.301395349,0.658051103,0.151111111,0.018364681,0.080384615,0.789182678
5,0.774572386,RF,0.781908995,0.732098757,0.573960021,6,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 5}",0.297006875,0.211789474,0.336323367,0.655821976,0.127111111,0.025245559,0.054442308,0.787941007
7,0.775320049,RF,0.784002093,0.73662411,0.573042268,8,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 5}",0.291189847,0.211789474,0.327796235,0.656025198,0.133333333,0.026619645,0.056894231,0.78773841
146,0.779816611,RF,0.793101611,0.755752939,0.572974251,147,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 20}",0.266589106,0.195368421,0.299401993,0.657623004,0.156444444,0.016985371,0.085990385,0.788483225
108,0.77756304,RF,0.7886868,0.745864637,0.572689829,109,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 8}",0.279576943,0.205684211,0.313732004,0.655752927,0.144,0.016990596,0.077307692,0.788211528
129,0.781682243,RF,0.797201341,0.764313899,0.572634446,130,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 10}",0.255600212,0.181263158,0.289966777,0.659925109,0.167111111,0.022021944,0.086615385,0.788644339
29,0.780564274,RF,0.794963762,0.760140345,0.572420213,30,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 8}",0.260782655,0.187368421,0.29461794,0.658877576,0.162666667,0.022027168,0.083490385,0.788275339
89,0.773817669,RF,0.781578995,0.732784483,0.571739781,90,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 5}",0.295727129,0.207578947,0.336345515,0.654704655,0.130666667,0.026165099,0.055653846,0.786803102
1,0.775662141,svm_linear,0.785287566,0.74149608,0.571675365,2,"{'kernel': 'linear', 'C': 1}",0.284145955,0.154736842,0.344075305,0.653514726,0.142222222,0,0.099019231,0.786815912
128,0.778681009,RF,0.791535254,0.75272564,0.571390102,129,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 10}",0.270523533,0.201578947,0.302369878,0.655875241,0.153777778,0.017445141,0.083528846,0.787849345
3,0.772706754,RF,0.779439278,0.729103901,0.570959263,4,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 5}",0.300243258,0.209684211,0.342037652,0.653567797,0.127111111,0.027089864,0.051971154,0.786322816
69,0.781689296,RF,0.798805278,0.769418459,0.570070842,70,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 20}",0.248461132,0.183263158,0.278560354,0.6589581,0.176888889,0.022931034,0.092163462,0.78732499
148,0.777922765,RF,0.790835346,0.752039045,0.570009429,149,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 20}",0.271168694,0.201578947,0.303300111,0.655022759,0.154666667,0.018829676,0.082298077,0.78708232
149,0.780934579,RF,0.797368656,0.766418099,0.569788088,150,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 20}",0.252353252,0.181263158,0.285204873,0.658240048,0.173333333,0.022481714,0.090317308,0.787156707
0,0.773052372,svm_linear,0.781257927,0.732697784,0.56969809,1,"{'kernel': 'linear', 'C': 0.1}",0.295737705,0.175052632,0.351605759,0.650108953,0.132444444,0,0.092211538,0.785908925
61,0.780536061,RF,0.796281906,0.764387453,0.569608349,62,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': False, 'max_depth': 20}",0.254976203,0.175368421,0.291805094,0.656442876,0.170666667,0.011938349,0.102778846,0.787178565
18,0.775320049,svm_rbf,0.785088184,0.73977626,0.569436863,19,"{'kernel': 'rbf', 'C': 10, 'gamma': 0.01}",0.28728715,0.168947368,0.342015504,0.651227472,0.138666667,0.003667712,0.091644231,0.787023092
141,0.780165756,RF,0.796169087,0.764345101,0.568648344,142,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': False, 'max_depth': 20}",0.254986779,0.179473684,0.289966777,0.655737636,0.171555556,0.011938349,0.103394231,0.786728832
28,0.774942691,RF,0.785854574,0.743167975,0.567671626,29,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 8}",0.282147012,0.211684211,0.314662237,0.651500135,0.146666667,0.017894462,0.077932692,0.785593161
76,0.7712079,KNN,0.779904657,0.731666609,0.563892097,77,"{'n_neighbors': 10, 'weights': 'distance', 'Algorithm': 'auto'}",0.296964569,0.207684211,0.338294574,0.645210935,0.135111111,0.005501567,0.086673077,0.78396216
79,0.7712079,KNN,0.779904657,0.731666609,0.563892097,80,"{'n_neighbors': 10, 'weights': 'distance', 'Algorithm': 'brute'}",0.296964569,0.207684211,0.338294574,0.645210935,0.135111111,0.005501567,0.086673077,0.78396216
78,0.7712079,KNN,0.779904657,0.731666609,0.563892097,79,"{'n_neighbors': 10, 'weights': 'distance', 'Algorithm': 'kd_tree'}",0.296964569,0.207684211,0.338294574,0.645210935,0.135111111,0.005501567,0.086673077,0.78396216
77,0.7712079,KNN,0.779904657,0.731666609,0.563892097,78,"{'n_neighbors': 10, 'weights': 'distance', 'Algorithm': 'ball_tree'}",0.296964569,0.207684211,0.338294574,0.645210935,0.135111111,0.005501567,0.086673077,0.78396216
68,0.770075824,KNN,0.779248919,0.731869086,0.560827076,69,"{'n_neighbors': 9, 'weights': 'distance', 'Algorithm': 'auto'}",0.296308831,0.209578947,0.336345515,0.643053831,0.138666667,0.006886102,0.087336538,0.782512251
69,0.770075824,KNN,0.779248919,0.731869086,0.560827076,70,"{'n_neighbors': 9, 'weights': 'distance', 'Algorithm': 'ball_tree'}",0.296308831,0.209578947,0.336345515,0.643053831,0.138666667,0.006886102,0.087336538,0.782512251
70,0.770075824,KNN,0.779248919,0.731869086,0.560827076,71,"{'n_neighbors': 9, 'weights': 'distance', 'Algorithm': 'kd_tree'}",0.296308831,0.209578947,0.336345515,0.643053831,0.138666667,0.006886102,0.087336538,0.782512251
71,0.770075824,KNN,0.779248919,0.731869086,0.560827076,72,"{'n_neighbors': 9, 'weights': 'distance', 'Algorithm': 'brute'}",0.296308831,0.209578947,0.336345515,0.643053831,0.138666667,0.006886102,0.087336538,0.782512251
2,0.77267854,svm_linear,0.786156335,0.751469722,0.560624318,3,"{'kernel': 'linear', 'C': 10}",0.268556319,0.128,0.333599114,0.648612511,0.170666667,0.003207941,0.114538462,0.780388507
44,0.774551226,KNN,0.789102464,0.752895735,0.55959647,45,"{'n_neighbors': 6, 'weights': 'distance', 'Algorithm': 'auto'}",0.269212057,0.172947368,0.313621262,0.647393733,0.165333333,0.013301985,0.097211538,0.782727305
45,0.774551226,KNN,0.789102464,0.752895735,0.55959647,46,"{'n_neighbors': 6, 'weights': 'distance', 'Algorithm': 'ball_tree'}",0.269212057,0.172947368,0.313621262,0.647393733,0.165333333,0.013301985,0.097211538,0.782727305
46,0.774551226,KNN,0.789102464,0.752895735,0.55959647,47,"{'n_neighbors': 6, 'weights': 'distance', 'Algorithm': 'kd_tree'}",0.269212057,0.172947368,0.313621262,0.647393733,0.165333333,0.013301985,0.097211538,0.782727305
47,0.774551226,KNN,0.789102464,0.752895735,0.55959647,48,"{'n_neighbors': 6, 'weights': 'distance', 'Algorithm': 'brute'}",0.269212057,0.172947368,0.313621262,0.647393733,0.165333333,0.013301985,0.097211538,0.782727305
55,0.772301181,KNN,0.784544823,0.742988175,0.559324277,56,"{'n_neighbors': 7, 'weights': 'distance', 'Algorithm': 'brute'}",0.282147012,0.201578947,0.319379845,0.644637646,0.152888889,0.011922675,0.090423077,0.782482049
54,0.772301181,KNN,0.784544823,0.742988175,0.559324277,55,"{'n_neighbors': 7, 'weights': 'distance', 'Algorithm': 'kd_tree'}",0.282147012,0.201578947,0.319379845,0.644637646,0.152888889,0.011922675,0.090423077,0.782482049
52,0.772301181,KNN,0.784544823,0.742988175,0.559324277,53,"{'n_neighbors': 7, 'weights': 'distance', 'Algorithm': 'auto'}",0.282147012,0.201578947,0.319379845,0.644637646,0.152888889,0.011922675,0.090423077,0.782482049
53,0.772301181,KNN,0.784544823,0.742988175,0.559324277,54,"{'n_neighbors': 7, 'weights': 'distance', 'Algorithm': 'ball_tree'}",0.282147012,0.201578947,0.319379845,0.644637646,0.152888889,0.011922675,0.090423077,0.782482049
60,0.770805854,KNN,0.781835086,0.738230298,0.558657359,61,"{'n_neighbors': 8, 'weights': 'distance', 'Algorithm': 'auto'}",0.287932311,0.213789474,0.322148394,0.642743557,0.148444444,0.010094044,0.089817308,0.781811622
61,0.770805854,KNN,0.781835086,0.738230298,0.558657359,62,"{'n_neighbors': 8, 'weights': 'distance', 'Algorithm': 'ball_tree'}",0.287932311,0.213789474,0.322148394,0.642743557,0.148444444,0.010094044,0.089817308,0.781811622
62,0.770805854,KNN,0.781835086,0.738230298,0.558657359,63,"{'n_neighbors': 8, 'weights': 'distance', 'Algorithm': 'kd_tree'}",0.287932311,0.213789474,0.322148394,0.642743557,0.148444444,0.010094044,0.089817308,0.781811622
63,0.770805854,KNN,0.781835086,0.738230298,0.558657359,64,"{'n_neighbors': 8, 'weights': 'distance', 'Algorithm': 'brute'}",0.287932311,0.213789474,0.322148394,0.642743557,0.148444444,0.010094044,0.089817308,0.781811622
73,0.771193793,KNN,0.782979211,0.741099435,0.558363139,74,"{'n_neighbors': 10, 'weights': 'uniform', 'Algorithm': 'ball_tree'}",0.284019038,0.205789474,0.320265781,0.642353897,0.152888889,0.003207941,0.102153846,0.781546037
72,0.771193793,KNN,0.782979211,0.741099435,0.558363139,73,"{'n_neighbors': 10, 'weights': 'uniform', 'Algorithm': 'auto'}",0.284019038,0.205789474,0.320265781,0.642353897,0.152888889,0.003207941,0.102153846,0.781546037
75,0.771193793,KNN,0.782979211,0.741099435,0.558363139,76,"{'n_neighbors': 10, 'weights': 'uniform', 'Algorithm': 'brute'}",0.284019038,0.205789474,0.320265781,0.642353897,0.152888889,0.003207941,0.102153846,0.781546037
74,0.771193793,KNN,0.782979211,0.741099435,0.558363139,75,"{'n_neighbors': 10, 'weights': 'uniform', 'Algorithm': 'kd_tree'}",0.284019038,0.205789474,0.320265781,0.642353897,0.152888889,0.003207941,0.102153846,0.781546037
38,0.772283548,KNN,0.787872706,0.753278667,0.553587255,39,"{'n_neighbors': 5, 'weights': 'distance', 'Algorithm': 'kd_tree'}",0.267942887,0.162526316,0.316611296,0.643308847,0.172444444,0.012852665,0.102826923,0.779806334
39,0.772283548,KNN,0.787872706,0.753278667,0.553587255,40,"{'n_neighbors': 5, 'weights': 'distance', 'Algorithm': 'brute'}",0.267942887,0.162526316,0.316611296,0.643308847,0.172444444,0.012852665,0.102826923,0.779806334
36,0.772283548,KNN,0.787872706,0.753278667,0.553587255,37,"{'n_neighbors': 5, 'weights': 'distance', 'Algorithm': 'auto'}",0.267942887,0.162526316,0.316611296,0.643308847,0.172444444,0.012852665,0.102826923,0.779806334
37,0.772283548,KNN,0.787872706,0.753278667,0.553587255,38,"{'n_neighbors': 5, 'weights': 'distance', 'Algorithm': 'ball_tree'}",0.267942887,0.162526316,0.316611296,0.643308847,0.172444444,0.012852665,0.102826923,0.779806334
64,0.767822254,KNN,0.779373857,0.736509435,0.552241698,65,"{'n_neighbors': 9, 'weights': 'uniform', 'Algorithm': 'auto'}",0.289201481,0.201578947,0.329767442,0.637348842,0.153777778,0.003667712,0.102192308,0.778510371
65,0.767822254,KNN,0.779373857,0.736509435,0.552241698,66,"{'n_neighbors': 9, 'weights': 'uniform', 'Algorithm': 'ball_tree'}",0.289201481,0.201578947,0.329767442,0.637348842,0.153777778,0.003667712,0.102192308,0.778510371
66,0.767822254,KNN,0.779373857,0.736509435,0.552241698,67,"{'n_neighbors': 9, 'weights': 'uniform', 'Algorithm': 'kd_tree'}",0.289201481,0.201578947,0.329767442,0.637348842,0.153777778,0.003667712,0.102192308,0.778510371
67,0.767822254,KNN,0.779373857,0.736509435,0.552241698,68,"{'n_neighbors': 9, 'weights': 'uniform', 'Algorithm': 'brute'}",0.289201481,0.201578947,0.329767442,0.637348842,0.153777778,0.003667712,0.102192308,0.778510371
13,0.770428496,svm_poly,0.786980703,0.755238014,0.551944125,14,"{'kernel': 'poly', 'C': 0.1, 'gamma': 0.1, 'degree': 3}",0.263352723,0.170947368,0.306290144,0.641705485,0.183111111,0,0.127673077,0.776768083
28,0.773394463,KNN,0.791893912,0.763292713,0.551741318,29,"{'n_neighbors': 4, 'weights': 'distance', 'Algorithm': 'auto'}",0.254341618,0.155052632,0.300420819,0.643929027,0.188444444,0.011938349,0.115153846,0.778606969
