,ACC,Algorithm,F1score,F2score,FPR,MCC,model_index,parameters,FNR,FNR_Leak,FNR_Clog,balanced_ACC
147,0.8336690647482015,RF,0.8511634464900912,0.8344000067047087,0.15290473407364116,0.6665354523698787,148,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 20}",0.17610493827160498,0.0,0.193407488165041,0.8354951638273769
58,0.8299280575539568,RF,0.84331312950939,0.8131787423920386,0.12144944476914085,0.6664192583090773,59,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 10}",0.20545061728395062,0.0,0.22328702382767862,0.8365499689734542
152,0.8336690647482015,RF,0.8512101631120649,0.8350678227132261,0.1542489772063121,0.6661128570494702,153,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 5, 'bootstrap': True, 'max_depth': 20}",0.17509876543209874,0.0,0.1932154556707058,0.8353261286807944
129,0.8310791366906475,RF,0.8459347228723899,0.8200567352339856,0.13170075978959672,0.6661122252169256,130,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 10}",0.1960308641975309,0.0,0.21291664173544786,0.8361341880064362
115,0.8267625899280575,RF,0.837388531697309,0.7986909704458184,0.1023728813559322,0.6660552718781751,116,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 8}",0.22487654320987654,0.0,0.24704061049952564,0.8363752877170954
119,0.8261870503597123,RF,0.8364678109568763,0.7964403105018626,0.09959088252483929,0.666022478497178,120,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 8}",0.22785802469135807,0.0,0.25125560210748393,0.8362755463919014
140,0.8342446043165467,RF,0.8528444092722434,0.840528887539202,0.16383401519579194,0.6660151237601317,141,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 20}",0.16714814814814816,0.0,0.1852817981738462,0.83450891832803
34,0.8273381294964028,RF,0.8386257123560412,0.8019991729764587,0.1071303331385155,0.6658575350598904,35,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 8}",0.220358024691358,0.0,0.24200729592512796,0.8362558210850634
44,0.8307913669064749,RF,0.8452358324268557,0.8185916838913194,0.12971361776738752,0.6658519771149929,45,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 10}",0.19798765432098764,0.0,0.21409382301731728,0.8361493639558124
137,0.8299280575539568,RF,0.8436817964311392,0.8145321025280963,0.12417299824663941,0.6658360912024288,138,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 10}",0.20349999999999993,0.0,0.22169050113703728,0.8361635008766801
82,0.820431654676259,RF,0.8260855051092748,0.7725545327347322,0.07027469316189362,0.6657937557055993,83,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 5, 'bootstrap': True, 'max_depth': 5}",0.25917901234567897,0.0,0.2891501826330242,0.8352731472462135
36,0.8270503597122301,RF,0.8381782915267508,0.8009083958294909,0.10575102279368791,0.6656911510546151,37,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 8}",0.22183333333333338,0.0,0.24278255121214895,0.8362078219364893
127,0.8313669064748203,RF,0.8466990876578585,0.8225227932769799,0.13581531268264174,0.6655828525803584,128,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 10}",0.1925617283950617,0.0,0.20892059185350675,0.8358114794611482
120,0.8319424460431654,RF,0.8477731654569659,0.8257453069561427,0.1406312098188194,0.6655361531204699,121,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 10}",0.18805555555555553,0.0,0.20532782515618453,0.8356566173128124
49,0.8310791366906475,RF,0.8462661466423337,0.8214345268495704,0.1344126241963764,0.6654402554890808,50,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 10}",0.19403703703703706,0.0,0.2107190946824386,0.8357751693832934
153,0.8345323741007193,RF,0.8536397694264793,0.8430029344166848,0.16790181180596142,0.6653795448275482,154,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 20}",0.16370370370370366,0.0,0.18425092028445333,0.8341972422451674
155,0.8336690647482015,RF,0.8516965488840432,0.837066671542804,0.15830508474576271,0.6653610153300137,156,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 20}",0.17216049382716048,0.0,0.19067766364936564,0.8347672107135385
124,0.8307913669064747,RF,0.8454765407669249,0.8196410226054105,0.13173582700175335,0.6653166736787306,125,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 10}",0.19647530864197532,0.0,0.21186728659078088,0.8358944321781359
