,Type,Plot,Site_Name,mean,min,prctile5,max,prctile95,std,MTD,median,skewness,kurtosis,IQR,MAD,meanci_1,meanci_2,Diff_median_of_plot,Diff_mean_of_plot,Diff_std_of_plot,Diff_median_of_row,Diff_mean_of_row,Diff_std_of_row,prctile33,mean_first_ring,mean_second_ring,mean_third_ring,mean_core,median_first_ring,median_second_ring,median_third_ring,median_core,CWSI,CWSI_minus_CWSI_of_row
0,Leak,A,Sde_David,3.3043255,0.10027924,0.82997627,13.17900696,9.34021835,2.498603578,13.07872772,2.54060402,1.807334618,6.08120677,2.09970665,1.772259355,3.23159362,3.37705739,0.039270401,-0.039257515,-0.191295014,-0.020643234,-0.154288679,-0.166708953,1.34709455,4.0829043,3.5933394,2.40428784,2.68644317,2.98974075,2.95918884,2.34004822,2.67983856,0.046190222,0.029452817
1,Leak,A,Sde_David,3.69511568,1.24012718,1.66000996,13.36880646,8.84126148,2.204430257,12.12867928,2.9900528,2.110660603,7.572648668,1.669989586,1.52404107,3.62115462,3.76907673,-0.210178375,-0.230047688,0.102878306,-0.529987335,-0.564697271,-0.006788037,2.09193853,3.40713462,4.17759163,2.84625499,2.82684814,2.70981178,3.09031448,2.92001686,2.82990417,0.198838098,-0.13105422
2,Leak,A,Sde_David,2.59437005,0.13021011,0.77001648,13.46013184,8.31873455,2.32309354,13.32992172,1.85956879,2.450774915,8.973432044,1.260007858,1.517163451,2.52899411,2.659746,1.020305634,0.970697938,-0.015784976,0.760501862,0.733600412,-0.003851464,1.09363315,3.58076806,2.98573825,1.76411309,1.40622051,2.58990402,2.15495605,1.58995361,1.42995949,-0.106680641,0.245718142
3,Leak,A,Sde_David,2.97665943,-0.30997505,0.74986811,13.35154877,8.65182533,2.357951551,13.66152382,2.26004944,2.116233496,7.754749869,1.949759483,1.623517267,2.9132773,3.04004156,0.519824982,0.48840856,-0.050642988,0.459941864,0.445398734,0.021419606,1.23227864,3.49556062,3.30517012,2.01334111,1.68170101,2.78051147,2.5405098,1.69011078,1.61005936,-0.037995531,0.149007387
4,Leak,A,Sde_David,3.6598296,0.94012718,1.57986526,14.00949936,9.09867172,2.298244964,13.06937218,2.89509659,2.039840825,7.195160596,1.839975357,1.601794449,3.56439016,3.75526903,0.584777832,0.505238394,0.009063599,0.764884949,0.644558835,0.027471244,1.96687775,4.06900649,3.22508397,2.87471476,3.3678088,3.00090485,2.75019531,2.89031677,3.37008362,-0.035264208,0.273477486
5,Leak,A,Sde_David,3.14155011,0.40014877,1.20996628,13.16956177,8.75699692,2.307799243,12.76941299,2.35026398,2.151564605,7.606834063,1.814983368,1.595714383,3.08085417,3.20224605,0.229610443,0.123517876,-0.000490679,0.549560547,0.414202192,0.005116916,1.50816951,3.34578816,3.54388054,3.1938822,2.06390332,2.36513748,2.72010651,2.31993332,1.89490738,0.088248489,0.145695225
6,Leak,A,Sde_David,3.08148218,0.56036186,1.35982771,13.25294876,7.7523428,2.078111707,12.6925869,2.45030975,2.490993447,9.801055899,1.570014954,1.36781502,3.03196036,3.131004,0.229564667,0.28358581,0.229196856,0.229589462,0.237310502,0.092031992,1.64356515,3.46646128,3.14111875,3.08759836,2.12139965,2.82051849,2.39014053,2.55005646,1.95020294,0.100104467,0.055674195
7,Leak,A,Sde_David,3.56711402,0.88009415,1.57992516,13.31078491,8.90679893,2.181407278,12.43069077,2.9800354,2.204928208,7.958084812,1.520198822,1.45168445,3.48113158,3.65309646,-0.20016098,-0.102046032,0.125901285,-0.189956665,-0.095766168,0.185305842,1.98748487,3.95897301,3.30518658,3.10256728,2.66799325,3.02028427,3.09002075,3.01012764,2.54009781,0.170061441,-0.062809352
8,Leak,A,Sde_David,3.12858264,0.85000076,1.16001511,13.10959854,8.72350693,2.32142343,12.25959778,2.35997238,2.046344674,7.085752991,1.899932861,1.629372412,3.0353104,3.22185487,0.219902039,0.136485355,-0.014114866,0.539852142,0.427169671,-0.008507271,1.43070444,3.39760659,3.59176184,2.15713432,2.04359087,2.28036728,2.90490761,2.02983704,2.06497231,0.068021592,0.165922122
9,Leak,A,Sde_David,2.86900337,0.47002106,0.78035431,12.87962799,8.99802856,2.432706895,12.40960693,2.11004906,2.113856667,7.195243918,1.710212708,1.651968382,2.76040288,2.97760387,0.369825363,0.296064617,-0.125398331,0.309782028,0.276415862,-0.090265068,1.12690059,3.19216667,2.20329859,1.86658888,1.99340812,2.10996895,2.0401619,1.80002289,1.98995285,0.014429617,0.105624918
10,Leak,A,Sde_David,3.82370269,1.44006424,1.80005322,13.06999664,9.73571606,2.429052987,11.6299324,2.94990234,1.895849274,6.048876956,1.839286804,1.758523388,3.6884259,3.95897949,-0.470027924,-0.658634703,-0.121744424,-0.089836121,-0.340842107,-0.227587845,2.09050254,4.75730787,2.64316925,2.20145156,2.28871507,3.45985489,2.54520874,2.20991402,2.26993256,0.25963312,0.030001473
11,Leak,A,Sde_David,3.15627709,0.21014938,1.1199502,13.35939941,8.88967171,2.393524564,13.14925003,2.40010605,2.10875138,7.390857775,1.642568588,1.65351093,3.06630351,3.24625067,0.379768372,0.308790896,-0.086216,0.400081635,0.33329948,-0.060655154,1.45223714,3.55082867,3.06515985,1.8646075,1.60882056,2.64994583,2.54005966,1.87500343,1.60999451,0.022602353,0.082062594
12,Leak,A,Sde_David,3.56485906,0.9800106,1.36601257,13.13133011,9.32965622,2.473747686,12.1513195,2.69012985,1.804414107,5.89388036,2.199954987,1.802480693,3.37607277,3.75364535,0.089744568,-0.09979107,-0.166439123,0.029830933,-0.214822234,-0.141853062,1.68397619,3.1918268,2.28761914,1.94533246,1.96244609,2.85993347,2.26503334,1.96003876,1.90996704,0.08644574,-0.010802701
13,Leak,A,Sde_David,3.20242153,1.12024117,1.54994488,13.27900314,7.92226238,1.987665997,12.15876198,2.60995102,2.479398434,9.609447148,1.369911194,1.293016627,3.10844773,3.29639533,0.069923401,0.162646458,0.319642566,-0.320022583,-0.257392426,0.205177699,1.83817225,3.73521701,2.63495957,2.08623299,1.92217927,2.99993134,2.43984985,2.01497078,1.87990189,0.152280681,-0.088427055
14,Leak,A,Sde_David,3.99473351,1.47022972,1.90012302,13.26680145,9.55011005,2.379495831,11.79657173,3.1802536,1.863563336,6.033742757,1.818528175,1.700226451,3.8471486,4.14231843,-0.400379181,-0.529665524,-0.072187268,-0.339952469,-0.475625009,-0.200539732,2.22609319,4.47306853,2.67683335,2.99540253,3.38746452,3.67021904,2.67996368,2.9149929,3.35022888,0.235797292,-0.072761746
15,Leak,A,Sde_David,2.78717776,0.02014771,0.55205574,13.14026489,9.1753067,2.547595322,13.12011719,2.03009644,2.000908605,6.768358029,2.020116806,1.772063631,2.70118501,2.87317052,0.549777985,0.477890226,-0.240286759,0.26984787,0.209451749,-0.130760079,0.89891742,3.26457545,2.13739962,1.49278107,1.29621593,2.25062408,1.76528969,1.37997665,1.25002327,-0.070833265,0.125406511
16,Leak,A,Sde_David,4.6983903,1.67998657,2.41005764,13.24113235,9.75259552,2.330398803,11.56114578,3.98975525,1.493440779,4.899658085,2.501984596,1.764591779,4.53716445,4.85961615,-1.209880829,-1.233322312,-0.02309024,-0.829689026,-0.915529716,-0.128933661,2.74054667,5.33327337,3.56032876,3.17964951,2.68263555,4.80488548,3.46022186,3.01495514,2.66010056,0.377527626,-0.087893033
17,Leak,A,Sde_David,2.86623865,1.17050705,1.46027145,13.25209198,8.19619904,2.087330308,12.08158493,2.09985886,2.667614894,10.09786906,0.969909668,1.350970553,2.7883601,2.9441172,0.680015564,0.598829344,0.219978256,1.060207367,0.91662194,0.114134834,1.66419554,2.85260101,3.14181003,2.13283141,2.06270549,1.93991814,2.20493279,2.099897,2.05009232,0.080996233,0.208638361
18,Leak,A,Sde_David,3.41030221,1.20070953,1.87997437,13.45349426,8.43007774,2.075664174,12.25278473,2.78998489,2.637284797,10.31036649,1.297510147,1.320164652,3.28789503,3.53270939,0.089889526,0.154765779,0.231644389,0.260051727,0.283504728,0.058769807,2.06449172,3.87730219,2.59703338,2.59696263,2.6624422,3.02022285,2.52508278,2.45003815,2.56492348,0.168365309,0.034027977
20,Leak,A,Sde_David,3.61749749,1.39012642,1.8199091,13.41391678,9.39514694,2.334573915,12.02379036,2.73001785,2.186140389,7.470823251,1.639735222,1.605213499,3.53215435,3.70284063,0.149856567,-0.0524295,-0.027265352,0.320018768,0.076309449,-0.200139934,2.05300916,4.07282736,3.88839957,2.98757745,2.12252828,3.24008102,2.73007507,2.44488831,2.03989906,0.165112281,0.037281005
21,Leak,A,Sde_David,3.37026329,0.63058205,1.35014086,13.44033737,8.90707932,2.353315565,12.80975533,2.52019043,2.020302826,7.037942653,2.000675201,1.683835254,3.31670503,3.42382154,0.35968399,0.194804704,-0.046007002,0.039657593,-0.092537493,-0.1369891,1.6603562,3.21171488,3.72450024,3.69919391,2.30171361,2.61013718,2.62046738,2.57007523,2.05004807,0.053873003,0.036354168
22,Leak,A,Sde_David,3.54037055,1.72006073,2.20996571,12.78956833,7.67151127,1.797519155,11.0695076,2.91028442,2.683165366,10.61779786,1.030034065,1.153332199,3.46290911,3.61783199,-0.330410004,-0.275302558,0.509789408,-0.28033638,-0.237885515,0.399557187,2.42461583,3.83022848,3.06267058,2.83150054,3.08124061,3.06011047,2.79981079,2.76013222,3.04985275,0.327541697,-0.136540855
23,Leak,A,Sde_David,3.32871473,0.50031128,1.46989288,13.17939606,9.16100922,2.345950452,12.67908478,2.43008842,2.035252295,6.744016246,1.800235748,1.665460394,3.22343963,3.43398984,0.149785995,-0.06364674,-0.038641888,0.330169678,0.182814117,-0.150090811,1.71515224,3.90828639,3.02105287,2.1238515,2.07906382,2.58987656,2.12487068,2.04983368,2.09009399,0.142293728,0.081454164
24,Leak,A,Sde_David,3.36038175,0.95051727,1.50005093,13.26904068,8.32716045,2.161132966,12.31852341,2.50975189,2.100264049,7.437872307,1.654748917,1.524878024,3.27199465,3.44876886,0.270122528,0.104686236,0.146175598,0.650314331,0.422478832,0.040332177,1.84684276,3.51756209,3.4344145,2.30894185,2.08554839,2.7249218,2.67037735,2.28995667,2.06998596,0.131314976,0.158319617
25,Leak,A,Sde_David,3.41847777,1.20056839,1.56011038,13.44657059,8.90614643,2.248320038,12.2460022,2.64987869,2.136197653,7.418169551,1.622564316,1.563593786,3.33399356,3.50296199,0.229995728,0.146590216,0.058988525,0.400157928,0.275329165,-0.113886057,1.85310406,3.60010058,3.74097613,2.10291054,1.99369154,2.70013351,2.85992165,2.01510353,1.99998589,0.108478814,0.093914472
26,Leak,A,Sde_David,3.20861404,1.64004745,1.82602005,13.01079407,7.8318718,1.945729876,11.37074661,2.51495781,2.744655805,11.09964266,1.35011673,1.255812792,3.09033657,3.32689151,0.064916611,0.056453951,0.361578688,0.114990234,0.093870995,0.251346467,2.00411075,3.09405746,2.34925928,2.05848391,2.06379683,2.68098297,2.25501289,1.98054733,2.08994522,0.217743657,-0.026742815
27,Leak,A,Sde_David,3.47662489,1.83021393,2.07654133,13.07073822,7.67985897,1.899408848,11.24052429,2.84992828,2.557471837,9.949547106,1.167672157,1.249877777,3.36231202,3.59093777,-0.270053864,-0.211556904,0.407899716,-0.21998024,-0.174139861,0.297667495,2.26673583,3.24600292,2.57726118,2.6600222,2.75308082,2.76973,2.51984634,2.76009216,2.78011551,0.286317666,-0.095316824
28,Leak,A,Sde_David,3.16541401,0.53097572,1.56010818,13.0975708,8.61493683,2.138180541,12.56659508,2.37993088,2.417127352,8.784793699,1.313034058,1.427639122,3.07064752,3.2601805,0.199943542,0.09965398,0.169128022,0.250017166,0.137071024,0.058895801,1.80685211,3.29331426,2.91579752,2.17251623,2.14263197,2.50605049,2.24006882,2.00011673,2.07008209,0.166237471,0.02476337
29,Leak,A,Sde_David,3.39778477,1.19024315,1.70027466,13.01373138,8.40918198,2.082784148,11.82348824,2.69970932,2.43383288,9.050974072,1.219532013,1.376550033,3.32870014,3.46686939,-0.1198349,-0.132716775,0.224524416,0.060548782,0.113744082,0.113075493,2.0310553,3.38299857,3.89943187,2.9236607,2.72384517,2.67017212,2.84989586,2.65986671,2.61002769,0.224779146,-0.001031254
30,Leak,A,Sde_David,3.38505573,0.94027863,1.38002357,13.28124771,9.46919785,2.450957754,12.34096909,2.40991173,1.929271375,6.258583525,1.979640961,1.77592632,3.28139617,3.48871529,0.369962692,0.080012262,-0.14364919,0.750154495,0.397804858,-0.249492611,1.65964307,3.70875175,3.32068494,1.99366084,1.70028894,2.64480362,2.61977158,1.84992371,1.66503487,0.079742041,0.209892552
31,Leak,A,Sde_David,4.35082432,1.95038147,2.37021446,13.39087219,9.40470695,2.120852751,11.44049072,3.72998734,1.98227188,6.912228511,1.694801331,1.476556512,4.26571802,4.43593063,-0.850112915,-0.785756335,0.186455812,-0.679950714,-0.657017385,0.01358123,2.74786738,4.79746652,4.43673579,3.20620575,3.00834274,3.96971817,4.00984879,3.12512321,2.85984154,0.361966845,-0.159573559
32,Leak,A,Sde_David,2.90137831,0.08036766,1.33005085,13.35378799,7.79552917,2.151898234,13.27342033,2.15051804,2.475876817,9.438400865,1.380029678,1.425728866,2.83371676,2.96903987,0.629356384,0.563689675,0.155410329,0.309329987,0.276347479,0.064428231,1.50075364,3.27122013,3.29685123,2.11984858,1.76380279,2.36026535,2.43987617,1.72988663,1.65027771,0.035968498,0.054258674
33,Leak,A,Sde_David,3.37898058,1.24023476,1.75026093,13.17157211,8.62598495,2.096028714,11.93133736,2.71988144,2.457713937,8.959023984,1.110969543,1.362099673,3.33001713,3.42794402,-0.140007019,-0.113912587,0.21127985,0.080051422,0.113611718,0.068629217,2.02419985,3.07321151,3.72269573,3.6578479,2.61536154,2.58067932,2.62995758,2.81994476,2.55001488,0.222989118,0.01413711
34,Leak,A,Sde_David,2.95900107,0.08040009,1.25986824,13.27980576,8.18792953,2.189468249,13.19940567,2.14968452,2.270090632,8.244195637,1.540426254,1.511742296,2.87069603,3.04730611,0.630189896,0.50606692,0.117840315,1.010381699,0.823859516,0.011996894,1.49626044,3.17783781,3.28551997,2.08752989,1.65061685,2.17980347,2.48485718,1.94994316,1.60994873,0.034730635,0.254903958
35,Leak,A,Sde_David,3.64429892,0.86089172,2.04010086,13.07995834,8.53232231,2.014970032,12.21906662,2.94027557,2.309075136,8.358421239,1.33697319,1.352296795,3.54726789,3.74132995,-0.360401154,-0.379230933,0.292338531,-0.31032753,-0.34181389,0.18210631,2.28717906,4.17369615,2.84348626,2.69122662,2.87093412,3.38566437,2.72997322,2.6448616,2.91981735,0.291655595,-0.100654754
36,Leak,A,Sde_David,3.3373079,-0.42976151,1.5399971,13.06113281,8.40851593,2.139011498,13.49089432,2.53997269,2.113852006,7.64604182,1.662986755,1.493238104,3.22700406,3.44761173,0.039901733,-0.072239908,0.168297065,0.220285416,0.174220949,0.056848142,1.83748678,3.8318123,2.54893952,2.36236082,2.4149569,2.80484238,2.30029526,2.31005707,2.43499222,0.174236488,0.049511404
37,Leak,A,Sde_David,3.37992298,1.34019623,1.70748959,13.3293663,9.26429234,2.284451428,11.98917007,2.46981583,2.164204697,7.268317269,1.462708473,1.581844419,3.27617666,3.4836693,0.310058594,0.085145011,0.022857135,-0.009967804,-0.202197186,-0.068124964,1.87447695,3.91969047,2.71927026,2.14454721,2.05875464,3.03994522,2.32984695,2.1500164,2.06502686,0.138928108,-0.048700937
38,Leak,A,Sde_David,3.26704912,0.81025009,1.56987839,13.06161575,8.33517456,2.133459662,12.25136566,2.51162033,2.396557573,8.879642767,1.49917984,1.424920404,3.20446115,3.3296371,-0.031745911,-0.101981133,0.173848901,-0.041809082,-0.126318529,0.025140446,1.85472974,4.17481923,3.45485012,2.56714003,2.24313251,3.09988289,2.67017822,2.24997025,2.2199276,0.199637064,-0.040974282
39,Leak,A,Sde_David,3.63391895,0.7915863,1.90033951,13.12148514,8.87049809,2.116214004,12.32989883,2.96980515,2.254830878,8.102589123,1.427527428,1.413295176,3.55123858,3.71659932,-0.389930725,-0.36885096,0.191094559,-0.339857101,-0.331433917,0.080862338,2.16195281,3.59869487,4.02949973,2.82389542,2.91960959,2.80992355,3.35981979,2.74998322,2.95018616,0.258957782,-0.06795694
40,Leak,A,Sde_David,3.49460423,1.16122284,2.07462502,13.17383804,7.760116,1.897379669,12.0126152,2.76990356,2.36370292,9.163647199,1.389745712,1.308538268,3.38019752,3.60901093,-0.190029144,-0.229536235,0.409928895,-0.009645462,0.016924622,0.298479972,2.22726059,3.60387546,2.84693323,3.0805782,3.13729444,2.5699295,2.57023087,3.06489029,3.19995346,0.27601029,-0.052262398
41,Leak,A,Sde_David,3.46154467,0.08061943,1.71028976,13.30858002,8.92385559,2.240168732,13.22796059,2.6613842,2.25614516,7.940143754,1.369739532,1.523983159,3.39346709,3.52962225,0.118490219,0.003523321,0.067139832,0.498682022,0.321315917,-0.038703589,1.98032357,4.16992698,3.66388404,3.63280036,2.19727932,3.03992615,2.78045425,2.69492302,2.15003357,0.168088524,0.121546069
42,Leak,A,Sde_David,3.69717545,1.34000893,2.10976982,13.28122253,8.24975872,1.991350882,11.94121361,3.08980484,2.437358327,9.353511543,1.290099144,1.316800433,3.6196808,3.77467009,-0.20993042,-0.132107458,0.315957681,-0.039768219,-0.003368508,0.143083099,2.35175309,3.40580522,4.20815328,2.89631776,2.52439694,2.86996384,3.28985138,2.79010315,2.48989029,0.249746966,-0.04735368
43,Leak,A,Sde_David,2.93095059,0.96997833,1.38031301,13.27113724,8.02251129,2.045092434,12.30115891,2.31021881,2.745948026,10.86767898,1.160010338,1.260258727,2.83787445,3.02402674,0.369655609,0.434117399,0.262216129,0.369680405,0.387842091,0.125051265,1.64481896,3.5210898,2.21915546,1.99647648,1.57411891,2.67977715,2.16018677,1.89500618,1.54486465,0.100440627,0.055338035
44,Leak,A,Sde_David,3.92003193,1.95030441,2.48000336,13.02689972,8.36522598,1.963487366,11.07659531,3.16989555,2.44626786,9.170916381,1.29958725,1.326866795,3.8254515,4.01461236,-0.590021133,-0.654963938,0.343821197,-0.369962692,-0.427439633,0.201170565,2.67699526,4.23279962,3.50344856,3.05839052,3.14864335,3.17976608,3.14988937,3.09003677,3.15004387,0.393440464,-0.156314236
45,Leak,A,Sde_David,3.36190752,0.8003067,1.62013168,13.13012161,8.47491608,2.052632163,12.32981491,2.76994934,2.366230782,8.839868636,1.390155792,1.348496199,3.27452301,3.44929202,-0.190074921,-0.096839529,0.254676401,-0.009691238,0.149621329,0.143227478,1.93324722,3.81668283,3.09292608,2.29904962,2.11827463,2.96996918,2.5999054,2.23994293,2.01996269,0.199240488,0.024507404
46,Leak,A,Sde_David,3.28722776,1.40051193,1.87999573,13.33132095,7.87812042,1.997921471,11.93080902,2.61983986,2.740869781,10.9788282,1.239860535,1.268072415,3.19680893,3.37764658,0.260034561,0.277840233,0.309387092,0.430196762,0.406579182,0.13651251,2.03707202,3.57704998,3.07911239,2.16673255,2.14870151,2.84978409,2.58492203,2.07996674,2.15989609,0.160597259,0.041796026
47,Leak,A,Sde_David,3.06152668,0.72048378,1.24024906,13.22981262,8.36978645,2.229747167,12.50932884,2.30985451,2.292825531,8.365434672,1.649652481,1.503363828,2.97960132,3.14345205,0.370019913,0.303541308,0.077561396,0.370044708,0.257266,-0.059603468,1.51455015,3.21650802,3.2056827,2.02299741,1.65007794,2.52991486,2.56013489,1.90998077,1.59992981,0.065514188,0.090264474
48,Leak,A,Sde_David,3.37095515,0.83024101,1.65020237,13.06903915,8.06604042,2.049987216,12.23879814,2.64980011,2.151755203,7.864901537,1.700000763,1.437759161,3.30531315,3.43659715,-0.16992569,-0.205887158,0.257321348,-0.179988861,-0.230224554,0.108612893,1.91034868,4.04066399,3.58320646,3.3420907,2.56997841,2.92997818,2.72998886,2.80003052,2.41987877,0.21379017,-0.055127387
49,Leak,A,Sde_David,3.27042719,0.33078995,1.6699852,13.15045013,8.19014168,2.04908978,12.81966019,2.66016045,2.493599413,9.495878074,1.429912567,1.328858888,3.20616339,3.33469098,-0.080286026,-0.005359199,0.258218783,-0.030212402,0.032057845,0.147986562,1.89485305,3.56911607,3.65419997,2.62135686,2.43341901,2.83980789,2.72494164,2.36988297,2.339888,0.189215389,0.001785453
50,Leak,A,Sde_David,3.43129689,1.09081497,1.61982193,13.14744034,8.99222031,2.400809671,12.05662537,2.38991966,1.997055883,6.540461469,1.840148926,1.749197579,3.32061993,3.54197384,0.189954758,-0.166228898,-0.093501107,0.37033844,0.080231959,-0.20495003,1.82486107,3.69349905,3.01948203,2.10489798,2.06740848,2.53989258,2.24000969,2.01998367,2.01985207,0.170939791,0.052808101
51,Leak,A,Sde_David,3.09705221,0.60042534,1.44999218,13.35061035,7.7643528,2.049717783,12.75018501,2.47995529,2.486093275,9.693126624,1.354774475,1.348489248,3.03014782,3.16395661,0.299919128,0.368015779,0.25759078,0.680110931,0.685808375,0.151747359,1.70326405,3.23295945,3.31793022,2.53108599,1.84326043,2.61973724,2.52012978,2.29989014,1.76996384,0.091759486,0.197875107
52,Leak,A,Sde_David,3.59544259,0.80061646,1.82190666,13.29768295,8.34551487,2.113217611,12.4970665,2.88978119,2.262860902,8.431848186,1.609388351,1.437091486,3.51406705,3.67681814,-0.009906769,-0.030374604,0.194090952,0.160255432,0.098364345,0.02121637,2.11196288,3.63624155,4.17335289,2.54005781,2.28365084,2.83034248,3.51996918,2.50995178,2.35496635,0.181813973,0.020579313
54,Leak,A,Sde_David,3.37677956,0.97014427,1.61003838,13.23695374,9.10673637,2.316033527,12.26680946,2.48979378,2.312188981,8.000719514,1.291023254,1.566372497,3.2892508,3.46430832,0.190080643,-0.011711572,-0.008724963,0.170202255,-0.065646136,-0.1162063,1.92689449,3.28678243,3.69954936,2.41995305,2.31509998,2.36984444,2.60997391,2.40017319,2.16009712,0.176068047,-0.027331398
55,Leak,A,Sde_David,3.64148075,1.04036293,1.37995758,13.2998558,10.36610374,2.563025516,12.25949287,2.66017113,1.755840116,5.512204393,2.27035141,1.882856808,3.46179451,3.82116699,0.119703293,-0.176412758,-0.255716953,0.499895096,0.141379838,-0.361560374,1.71513158,4.19007619,2.17230836,1.81426097,1.81552142,3.40503845,2.12510262,1.81496201,1.80996475,0.095028953,0.19460564
56,Leak,A,Sde_David,3.85114898,1.37020073,1.92987919,13.36938248,9.3937685,2.387640171,11.99918175,2.77985916,1.835145254,6.019970746,2.297923088,1.784183037,3.7017059,4.00059207,0.0000153,-0.386080994,-0.080331608,0.380207062,-0.068288398,-0.186175029,2.13857919,4.61901172,2.45879147,2.1325767,2.2723745,3.93039284,2.3899437,2.13001976,2.28987083,0.211687455,0.077947138
57,Leak,A,Sde_David,3.56744574,0.58017883,1.45997734,13.3783432,9.17084694,2.290497493,12.79816437,2.81992683,2.116581449,7.475537788,1.675001144,1.562712024,3.49586701,3.63902447,-0.040052414,-0.102377751,0.01681107,-0.09976387,-0.12867463,0.081232632,1.92296047,4.04324354,3.21935043,2.87700987,2.4855244,2.89999924,2.72997055,2.74494705,2.51493225,0.152285167,-0.049550627
58,Leak,A,Sde_David,3.88512888,1.39997101,1.95999146,13.07880783,9.16812515,2.219956845,11.67883682,3.22008514,2.095647305,7.234118916,1.570949554,1.518951145,3.78728679,3.98297097,-0.540210724,-0.520060894,0.087351718,-0.510314941,-0.527860252,0.019941758,2.27712104,3.95281217,3.42466473,3.05272537,3.29624514,3.33003235,3.00537682,3.15010834,3.28024292,0.269967475,-0.109107154
59,Leak,A,Sde_David,3.05322442,0.3904026,1.44993057,13.0791748,8.63861122,2.251882597,12.6887722,2.21977501,2.416326281,8.690054346,1.431631088,1.511537619,2.99253915,3.11390968,0.260099411,0.111843574,0.055425967,0.25003624,0.087506178,-0.093282488,1.64310071,3.81382855,3.44494063,3.13449292,1.77077939,2.86001663,2.79014664,2.24979668,1.71995049,0.145784766,0.012878016
60,Leak,A,Sde_David,3.45146198,1.03028336,1.79993305,13.16750183,8.75814438,2.156700099,12.13721848,2.62995377,2.269030591,7.971938297,1.40259552,1.483748494,3.39347861,3.50944534,-0.050079346,-0.186393989,0.150608464,-0.00000572,-0.148976945,0.040376243,2.05484079,3.73574825,3.46327555,3.58996124,2.51702491,2.88996735,2.58041992,2.75012436,2.52508011,0.230989772,-0.03998893
61,Leak,A,Sde_David,2.84629958,0.78037682,1.27987947,12.99793472,7.96730366,2.183707734,12.21755791,1.9499382,2.282497793,8.063422114,1.340874672,1.514312132,2.75228677,2.9403124,0.629936218,0.418768407,0.123600829,0.810319901,0.665229264,0.012151906,1.47210209,3.24104622,2.40136812,1.64838671,1.45455913,2.17989197,1.85998001,1.59018745,1.40010109,0.078830929,0.144916963
62,Leak,A,Sde_David,3.32028161,1.21037254,1.66006145,13.00938187,7.91724072,2.075265928,11.79900932,2.64995346,2.230370268,8.276904785,1.68993187,1.43764353,3.2231226,3.41744061,0.129920959,0.144786385,0.232042635,0.510112762,0.462578981,0.126199214,1.85149397,3.66694034,2.85379784,2.26842224,2.14947813,2.79015312,2.6401268,2.32001648,2.11992226,0.13259637,0.157038223
65,Leak,A,Sde_David,3.48490518,0.15050163,1.6897728,13.00050964,8.70974274,2.234186688,12.85000801,2.67966499,2.071688378,7.392120352,1.835540771,1.581432934,3.36445123,3.60535913,-0.099790573,-0.21983719,0.073121875,0.080593109,0.026623667,-0.038327048,1.88933584,3.75695975,2.84797401,2.62903531,2.51053809,2.65541687,2.53995743,2.59007874,2.40007248,0.187774792,0.0359731
66,Leak,A,Sde_David,3.57690428,1.10004005,1.83996029,13.35061798,8.66274281,2.115955148,12.25057793,2.86976013,2.289136394,8.433913566,1.509770393,1.440322571,3.49243596,3.66137261,-0.089885712,-0.111836292,0.191353415,-0.149597168,-0.138133171,0.255774977,2.11837703,3.8725481,2.87521842,2.68104341,2.66599492,3.18990097,2.69994698,2.68006668,2.61498985,0.206121824,-0.103387283
67,Leak,A,Sde_David,2.93238086,0.88005638,1.04157705,12.98365402,8.39534149,2.353645331,12.10359764,2.09014893,2.012930982,6.924644769,1.982367516,1.672876472,2.78275896,3.08200276,0.589725494,0.432687132,-0.046336768,0.650152206,0.486727647,-0.174689232,1.22874949,3.36470358,1.69376504,1.45273164,1.32847929,2.87029266,1.53063965,1.26994228,1.22496605,-0.011111979,0.174147525
68,Leak,A,Sde_David,3.09126915,1.04014969,1.2600646,13.1210022,8.59391899,2.306884365,12.08085251,2.33055496,2.231506597,7.867350126,1.520889282,1.570569483,2.95497933,3.22755897,0.349319458,0.273798837,0.000424199,0.40974617,0.327839352,-0.127928266,1.50779023,3.80145145,1.92759977,1.78667088,1.76640652,2.92004395,1.94003296,1.68990326,1.76998711,0.063701782,0.099333764
69,Leak,A,Sde_David,2.99141067,-0.07915115,1.15075579,13.19195938,8.58025455,2.290804951,13.27111053,2.22090912,2.225966377,7.970007407,1.571033478,1.556568417,2.87408856,3.10873278,0.458965302,0.373657321,0.016503613,0.348804474,0.247572819,-0.106075766,1.40925109,3.43070838,2.19683456,2.08227433,2.07031184,2.41989517,1.95013809,1.88996696,1.94985962,0.037282402,0.095169748
70,Leak,A,Sde_David,2.73310397,0.08011055,0.75024395,13.26110458,8.34650917,2.380057827,13.18099403,1.9399395,2.302586165,8.413929277,1.919268608,1.603675296,2.65815264,2.80805531,0.739934921,0.631964017,-0.072749264,0.769830704,0.624164659,-0.140159224,1.06758242,3.07167857,2.8225859,1.90817364,1.70733757,2.1700058,2.0300312,1.79016685,1.63489151,-0.054322567,0.215182889
