,Type,Plot,Site_Name,mean,min,prctile5,max,prctile95,std,MTD,median,skewness,kurtosis,IQR,MAD,meanci_1,meanci_2,Diff_median_of_plot,Diff_mean_of_plot,Diff_std_of_plot,Diff_median_of_row,Diff_mean_of_row,Diff_std_of_row,prctile33,mean_first_ring,mean_second_ring,mean_third_ring,mean_core,median_first_ring,median_second_ring,median_third_ring,median_core,CWSI,CWSI_minus_CWSI_of_row
191,Clog,A,Sde_David,3.9528165,1.22022705,1.96007786,14.05986862,8.9939558,2.171578034,12.83964157,3.31013947,2.177583526,8.067799598,1.617703438,1.473428083,3.88108392,4.02454909,0.169734955,0.212251488,0.135730529,0.239971161,0.309268153,0.177721748,2.37670421,4.28955146,4.08430815,3.09796708,2.6199959,3.54986267,3.34010582,2.75991707,2.62502365,0.104617612,0.09966285
192,Clog,A,Sde_David,3.02385241,-0.15988503,1.00009384,13.05063858,7.63103714,2.093779231,13.21052361,2.53028336,2.20805471,8.740596567,1.699790955,1.39538348,2.93446279,3.11324202,0.049591064,0.241215585,0.213529332,0.039382935,0.152462532,0.218910809,1.42123877,3.30709976,2.319777,2.25135613,2.38488777,2.68055573,2.41005363,2.27011719,2.52978363,0.065550012,0.010247892
193,Clog,A,Sde_David,3.10452226,-0.80965576,0.65204849,13.16992798,7.50368805,2.139682698,13.97958374,2.61015167,1.794802574,7.580292856,2.010173798,1.500840638,3.04208654,3.16695799,-0.030277252,0.160545726,0.167625865,0.109462738,0.17442201,0.13855229,1.30986152,3.55452439,2.96428389,2.03384334,2.10426409,2.85988846,2.31036606,2.26013603,2.17994537,0.036468311,0.077345787
194,Clog,A,Sde_David,3.08992429,0.43010178,1.00016165,13.12988129,8.7925705,2.305552704,12.69977951,2.39983597,2.136275921,7.571520511,1.680517197,1.559554713,2.98527584,3.19457273,0.180038452,0.175143704,0.001755859,0.239936829,0.143461982,0.053469865,1.41775016,3.6456245,2.15613765,2.00941076,1.93302806,2.83524742,1.92009964,1.96000328,2.01008453,0.064639101,0.056935425
195,Clog,A,Sde_David,3.97634472,1.46005859,2.15000172,12.99574509,8.15980225,1.849043074,11.53568649,3.49005737,2.327762734,9.476989209,1.490484238,1.226759181,3.90104878,4.05164066,-0.910182953,-0.711276732,0.45826549,-0.820285797,-0.74816892,0.336305101,2.59117327,4.11661018,4.02102113,3.46916354,4.09266834,3.59501495,3.50014153,3.4802002,4.21996536,0.371031494,-0.23300062
196,Clog,A,Sde_David,3.8744094,1.31013565,1.86008644,13.54121475,9.49390106,2.222133124,12.2310791,3.22507362,2.227275939,8.231417679,1.619840622,1.488344871,3.73186742,4.01695138,-0.245199203,-0.209341407,0.08517544,-0.425058365,-0.390462925,-0.042093891,2.25580855,4.25112352,2.85204512,2.57892499,2.33248269,3.62995796,2.69986038,2.73995285,2.22480278,0.199898696,-0.076897528
197,Clog,A,Sde_David,2.42678898,0.17007065,0.53990116,13.19823074,7.83831921,2.267499369,13.0281601,1.75992203,2.375473456,8.91288826,1.520130157,1.490313977,2.33903088,2.51454708,0.919952393,0.938279009,0.039809195,0.479999542,0.46302727,-0.083310577,0.84624021,2.39264951,2.60774224,1.55820168,1.74831427,1.6193924,1.86994362,1.45990276,1.76994705,-0.113666747,0.161466738
198,Clog,A,Sde_David,3.14041439,0.63020096,1.13007212,13.26057968,8.03878803,2.131529412,12.63037872,2.57006989,2.169202033,8.281839627,1.762712479,1.445885961,3.05032747,3.23050131,0.209804535,0.324653598,0.175779152,-0.000213623,0.125389851,0.256719055,1.51770754,3.61247476,2.66405697,2.09889961,2.05341949,2.81014404,2.47006378,1.94004593,1.93999252,0.040639244,0.062692248
200,Clog,A,Sde_David,3.14098987,0.53015633,1.2700304,13.45966263,8.85876999,2.316572916,12.9295063,2.39997787,2.286786776,8.127004192,1.435087204,1.552539774,3.05738837,3.22459136,0.479896545,0.424078124,-0.009264353,0.160087585,0.089428541,-0.118930696,1.57004882,3.26070992,3.47870704,1.85228683,1.96615934,2.67023773,2.39008636,1.8700592,1.88988037,0.028288761,0.039495117
201,Clog,A,Sde_David,3.41434695,0.76034966,1.55019512,13.67826691,8.64057693,2.195412124,12.91791725,2.72012939,2.254286725,8.401504699,1.752293587,1.492826405,3.33859514,3.49009876,0.359745026,0.350721041,0.11189644,0.019771576,0.008130445,0.054227884,1.84206061,3.55193406,3.83563904,2.81580156,2.58147213,2.7898735,2.84996834,2.70503845,2.53498497,0.051614316,0.006402495
202,Clog,A,Sde_David,5.11871001,2.07012634,2.96004868,14.51081543,10.51875095,2.278305417,12.44068909,4.40005569,1.868574719,6.456953654,1.920067787,1.627806636,5.01775884,5.21966118,-0.420181274,-0.453642023,0.029003146,-0.369953156,-0.390598506,0.075633352,3.36348564,5.48888515,4.72120048,3.5327718,4.16195946,4.57995682,4.24022751,3.45021133,4.27993851,0.32648325,-0.057498638
203,Clog,A,Sde_David,3.03434354,0.83018646,1.31008596,13.34950409,7.9938839,2.131425402,12.51931763,2.40992889,2.533463402,9.901358073,1.54210186,1.376184667,2.94108468,3.1276024,0.369945526,0.430724449,0.175883162,0.159927368,0.231460702,0.256823066,1.57061809,3.44553133,2.63716731,1.98517864,1.90983186,2.68980942,2.38029633,1.86985931,1.67996368,0.055215936,0.048115555
204,Clog,A,Sde_David,5.26089376,2.44006729,2.9775219,13.73973083,10.00104904,2.097876285,11.29966354,4.88961029,1.695460944,6.125392973,1.939970016,1.470687454,5.18998633,5.33180118,-1.70973587,-1.395825768,0.209432279,-1.259632111,-1.009989454,0.206622635,3.46704712,5.28745995,5.457645,4.65821846,4.17658822,4.89517784,5.06015015,4.40005684,3.93024445,0.525372931,-0.217049837
205,Clog,A,Sde_David,2.89537079,0.92020493,1.40008926,12.69063644,7.86634979,2.061306458,11.77043152,2.2000473,2.658598814,10.12323877,1.029949188,1.313942768,2.78207362,3.00866796,0.279827118,0.269697199,0.246002105,0.61019516,0.630801758,0.104741577,1.64511097,3.10547388,2.11210419,1.90258804,1.64508784,2.3350132,2.11986427,1.94006424,1.60994415,0.14629631,0.105913757
206,Clog,A,Sde_David,2.87420555,0.76104584,1.11005344,13.17792358,7.99723091,2.178180481,12.41687775,2.16984787,2.353121532,8.67963932,1.439790726,1.458378603,2.77222833,2.97618277,0.41002655,0.390862438,0.129128082,0.040187836,0.010469622,0.011112505,1.39415272,3.17726822,1.96215004,2.02888182,2.46768375,2.25001373,1.77997437,2.07007256,2.53008118,0.058477577,0.027736298
207,Clog,A,Sde_David,4.25922841,1.44022446,2.23000221,14.20962601,10.24682999,2.386621846,12.76940155,3.43993835,2.034579062,6.84989605,1.710014343,1.646474422,4.14123341,4.37722342,0.539936066,0.405839576,-0.079313282,0.280132294,0.168742051,-0.06737977,2.53923101,4.99330391,3.52229272,2.96027414,2.9308554,4.22494011,3.2499054,3.03997879,2.94025497,-0.012743407,0.151780908
208,Clog,A,Sde_David,2.78937796,-0.18991623,0.45992756,13.13026276,8.8511755,2.517984513,13.32017899,2.02998199,2.007302353,6.797804849,1.849990368,1.741164141,2.6886516,2.89010432,0.549892426,0.475690032,-0.210675949,0.539684296,0.386936979,-0.205294473,0.95229504,3.30331544,2.67052963,0.99028521,0.62566718,2.44991913,1.77508965,1.06021538,0.68509521,-0.056895839,0.132693743
209,Clog,A,Sde_David,3.2246765,0.92022781,1.57009277,13.05663757,8.00197372,2.016604722,12.13640976,2.54998856,2.393226623,9.081621024,1.42963028,1.345521311,3.17589013,3.27346287,-0.070114136,-0.059608508,0.290703842,0.110269547,0.18685235,0.179254919,1.85086353,3.19781829,3.59612484,3.55759048,2.29879517,2.6399353,2.85994606,2.834935,2.22004204,0.198653247,0.025094645
210,Clog,A,Sde_David,3.13014855,1.07005539,1.55007648,13.65237656,8.36975822,2.174759678,12.58232117,2.35002747,2.458284434,9.01856537,1.260263443,1.448329315,3.06736748,3.19292962,0.729846954,0.63491944,0.132548886,0.549987793,0.453797922,0.005279555,1.76376546,3.57719847,3.46489221,2.89992706,2.18912386,2.49064865,2.4198307,2.189814,1.90003052,0.02810088,0.094900288
211,Clog,A,Sde_David,4.83702796,2.26003685,2.95042458,14.41916504,9.43429203,1.982469949,12.15912819,4.2999176,2.226152589,8.567798891,1.489894867,1.326477568,4.77447599,4.89957993,-0.220043182,-0.071959969,0.324838614,0.11032486,0.28914459,0.183578086,3.36294371,5.13349874,4.90067015,4.84914943,3.96017592,4.54019203,4.34011497,4.33990517,3.8204483,0.297341926,-0.045131859
212,Clog,A,Sde_David,3.03246609,1.1101635,1.49001923,13.47066193,8.26279526,2.192805208,12.36049843,2.23988037,2.599492007,9.926467699,1.400028229,1.420566009,2.93739413,3.12753805,0.739994049,0.6326019,0.114503355,0.560134888,0.451480382,-0.012765975,1.66201885,3.34318194,2.64883085,2.1492964,1.9574182,2.30995255,2.10999756,2.1298111,1.89511566,0.026772321,0.096228847
214,Clog,A,Sde_David,4.59352088,2.05008392,2.64410973,14.57080917,9.79834518,2.140269936,12.52072525,4.0199192,2.195874492,8.100967538,1.580116272,1.439441105,4.5171318,4.66990996,-0.040044785,0.071547111,0.167038628,-0.299848557,-0.165550415,0.17897214,3.0219992,4.76563058,4.97271279,3.89263715,4.11870628,3.95007019,4.28003006,3.94993477,4.06999664,0.185942575,-0.046905074
215,Clog,A,Sde_David,3.28790141,1.12020073,1.60003891,13.31774292,7.99572334,2.043175041,12.19754219,2.68004379,2.353696157,9.044452188,1.638012886,1.364231158,3.19102096,3.38478186,0.099830627,0.17716658,0.264133523,0.28021431,0.423627437,0.1526846,1.832359,3.57653201,2.84981203,2.64055374,2.5402142,2.83487091,2.24990234,2.49990234,2.52988205,0.127324745,0.096423147
216,Clog,A,Sde_David,2.43552958,-0.65987015,0.36004524,13.20962906,8.95078888,2.478286302,13.86949921,1.77007103,2.385613106,8.82124503,1.61035347,1.598759895,2.3226466,2.54841256,0.909803391,0.92953841,-0.170977738,0.630197525,0.774684978,0.13014259,0.72753366,2.54683425,1.48026577,1.59821608,1.59063559,1.88010025,1.32999611,1.50004482,1.43998337,-0.145493223,0.214164489
217,Clog,A,Sde_David,3.15732858,0.1104393,1.04098101,13.19840622,8.57911549,2.301768311,13.08796692,2.39003754,2.021741977,6.961588996,1.625206947,1.589412953,3.03669554,3.27796161,0.289836884,0.207739411,0.005540252,0.229953766,0.164729585,0.077602846,1.49548896,3.24676376,2.29456291,2.21473586,2.21953268,2.46984482,2.21506119,2.23000336,2.27498436,0.06040368,0.050608176
218,Clog,A,Sde_David,3.06584951,1.0302887,1.54994278,13.25219345,8.24141426,2.100493135,12.22190475,2.29997635,2.553754118,9.646387896,1.299442291,1.375610352,2.97646963,3.15522939,0.379898071,0.299218483,0.206815428,0.269737244,0.173133982,0.084236049,1.75392067,3.52376216,2.45937758,2.39884386,1.91501035,2.46024704,2.1200676,2.29506683,1.8049736,0.129691945,0.002760205
219,Clog,A,Sde_David,3.46949308,1.4001709,1.76995163,13.37152634,8.55974236,2.147691034,11.97135544,2.67018089,2.261729889,8.149993262,1.51468277,1.48264603,3.3827259,3.55626027,0.109693527,-0.004425092,0.159617529,0.159767151,0.032991951,0.049385308,2.02564672,3.67764764,3.59815307,2.41403652,2.37409104,2.81496582,2.79971466,2.490028,2.40000305,0.180574911,0.010425931
220,Clog,A,Sde_David,3.36730481,3.662E-05,1.16008339,13.15172043,8.44060726,2.209566039,13.15168381,2.76984634,2.088560779,7.855860891,1.659809113,1.48841253,3.30206626,3.43254336,-0.189971924,-0.102236821,0.097742525,-0.130073547,-0.133918544,0.14945653,1.69183991,3.72477807,3.75875521,2.61604427,2.29496324,2.83989182,2.96997871,2.56997147,2.30996552,0.136206649,-0.014632124
221,Clog,A,Sde_David,3.15538813,0.99025993,1.35003357,12.94928818,8.41453438,2.145827462,11.95902824,2.49994736,2.260387809,8.290324628,1.59069252,1.449063489,3.04813149,3.26264478,-0.020072937,0.009679858,0.161481102,0.310295105,0.370784417,0.020220573,1.62341298,3.26301694,3.01269286,2.14587571,1.6993439,2.53010635,2.51998596,1.93988113,1.64998322,0.140774918,0.111435149
222,Clog,A,Sde_David,2.85987596,0.53019066,1.15832491,13.47902222,7.65548153,2.091801789,12.94883156,2.15973587,2.489922653,9.788328671,1.509788513,1.390308436,2.78855609,2.93119584,0.72013855,0.705192026,0.215506775,0.259925842,0.202728914,0.085939974,1.45263258,3.19779734,2.73891767,2.36723864,1.89083947,2.37999077,1.98018951,1.93989105,1.89995117,-0.004975466,0.052337424
225,Clog,A,Sde_David,2.98515359,0.47017174,1.05997276,12.92569046,7.92988396,2.160404066,12.45551872,2.25983124,2.111656237,7.803147292,1.91975975,1.516643398,2.92209923,3.04820794,0.220043182,0.179914403,0.146904497,0.25018692,0.194878218,0.014839702,1.38621402,3.67654051,2.82488102,3.51236845,2.47930194,2.73977165,1.96022873,3.16021423,2.45983582,0.080415952,0.093378195
226,Clog,A,Sde_David,3.39912978,1.40012589,1.71000919,13.13713303,8.48246326,2.119117153,11.73700714,2.62993851,2.26882914,8.252312764,1.559885025,1.460096625,3.30168111,3.49657846,-0.050064087,-0.134061791,0.18819141,0.130012512,0.05241083,0.14869926,1.96260682,3.91841274,2.9237708,2.14703807,1.96149728,3.02001801,2.47484818,2.13002243,2.03990974,0.206906569,-0.025267809
227,Clog,A,Sde_David,4.32521303,-0.15971184,1.84688034,13.72004318,10.57360191,2.598566878,13.87975502,3.45992661,1.539962331,4.997671176,2.4751091,1.924391283,4.23130738,4.41911868,-0.280052185,-0.460145038,-0.291258314,0.36998558,0.142872781,-0.127119425,2.23743636,4.6514384,4.19318478,3.39351636,2.82603743,3.75005722,3.17986298,3.01993561,2.58020973,0.144665499,0.213253582
228,Clog,A,Sde_David,4.12797974,1.71009712,2.23002129,14.53905182,9.74893284,2.348825282,12.8289547,3.34998016,2.250672281,8.091738207,1.549973965,1.600062372,4.04291094,4.21304855,0.629894257,0.537088249,-0.041516719,0.370090485,0.299990723,-0.029583206,2.50918065,3.78964754,4.74957929,3.31949361,3.14332033,2.79004555,3.77071457,3.23001556,3.1599968,-0.025110802,0.164148304
229,Clog,A,Sde_David,3.81121939,0.01026917,1.64001865,13.21077728,9.17959328,2.268233373,13.20050812,3.08993149,1.861889649,6.51988012,1.910116196,1.602814196,3.73484864,3.88759013,-0.410057068,-0.446151396,0.03907519,-0.469768524,-0.472448275,0.103496752,2.06296428,4.34066486,3.68401731,2.94652323,2.20465263,3.34491158,3.17979431,2.77012253,2.10498238,0.212549792,-0.109815252
230,Clog,A,Sde_David,3.91999994,1.96009521,2.28011494,12.94690399,8.40601273,1.93841416,10.98680878,3.28991776,2.174018491,7.781943284,1.359864235,1.324528111,3.8217267,4.01827318,-0.810043335,-0.754931948,0.368894403,-0.479675293,-0.393827389,0.227633875,2.54642062,4.25227469,3.50926911,3.41340156,3.63156402,3.1100853,3.07998734,3.46994476,3.66988449,0.375648566,-0.123438499
231,Clog,A,Sde_David,4.17741157,1.78007011,2.14990215,13.52099686,8.99934273,2.132403782,11.74092674,3.55982285,1.790860335,6.533261306,2.320902824,1.563389435,4.07814232,4.27668083,-0.579948425,-0.512343584,0.174904781,-0.759807587,-0.693465102,0.047635451,2.42206934,4.34322681,4.25924483,3.28680577,3.01600766,3.76986008,3.77983551,2.95495872,3.04006081,0.248373985,-0.125372818
232,Clog,A,Sde_David,4.81580471,2.17009888,2.78006039,13.3715683,10.10931168,2.144258159,11.20146942,4.06979904,1.818195778,6.074932853,1.875235558,1.549757839,4.71763131,4.91397811,-1.289924622,-1.35073672,0.163050404,-1.039661407,-1.133560259,0.085695782,3.17758255,5.49060191,3.98949613,3.55097384,3.57132042,4.88528786,3.84990463,3.46011124,3.53016052,0.497929654,-0.257947537
233,Clog,A,Sde_David,4.7888069,2.25013351,2.62001667,13.74959946,9.6494051,2.103820031,11.49946594,4.28032303,1.804985166,6.599166431,2.062454224,1.496790526,4.70390225,4.87371155,-1.100448608,-0.923738907,0.203488532,-0.450410843,-0.320721088,0.367627422,3.039893,5.3392283,4.23575148,4.08544624,4.51237849,4.5299778,4.07010651,3.96993637,4.64992332,0.393119087,-0.035200005
234,Clog,A,Sde_David,4.34520704,2.20038071,2.71618729,13.14899673,8.71404877,1.897110026,10.94861603,3.64993515,2.116476688,7.757882033,1.660247803,1.335229858,4.22640578,4.46400829,-1.07006073,-1.080139046,0.410198538,-1.009910583,-0.940935211,0.454765439,2.96463963,4.48197746,3.57319305,3.17640244,2.83823728,4.20000305,3.47986832,3.1599411,2.80995407,0.468547257,-0.234525838
235,Clog,A,Sde_David,3.23499858,0.99034767,1.48985748,13.06062775,8.12897949,2.093754003,12.07028008,2.63989716,2.384592812,9.331544924,1.659778595,1.397022738,3.1057177,3.36427947,-0.160022736,-0.069930594,0.213554561,0.220169067,0.247862002,0.10771114,1.73673073,3.25933974,2.47549273,2.56560218,3.02126374,2.33009415,2.3899868,2.5647953,3.00002365,0.169610382,0.120024212
236,Clog,A,Sde_David,2.70459502,0.31013222,0.90790825,13.44879456,7.98742142,2.20953369,13.13866234,2.02996559,2.600140853,10.07703742,1.280052185,1.404638116,2.64145067,2.76773937,0.849908829,0.860472967,0.097774874,0.389696121,0.358009855,-0.031791927,1.27184823,3.51295553,2.96812332,2.45629738,1.19922667,2.54066772,2.18998451,1.92002029,1.14998169,-0.056191993,0.103553951
237,Clog,A,Sde_David,2.90081519,0.68016319,1.05599174,13.07431488,7.75277252,2.087318266,12.39415169,2.23979263,2.273554563,8.716195222,1.719684601,1.423188915,2.8015799,3.00005047,0.240081787,0.264252803,0.219990297,0.169956207,0.181132172,0.163602024,1.38011368,2.91524093,2.32921574,3.33144422,2.35180878,2.00959473,2.19012909,3.17491417,2.15485268,0.078863626,0.063145047
238,Clog,A,Sde_David,3.21797501,0.79012947,1.496064,12.98156433,8.40226822,2.105734855,12.19143486,2.51502113,2.311000507,8.450021714,1.499904633,1.427944251,3.1522203,3.28372972,-0.035146713,-0.052907015,0.201573708,0.01492691,-0.015489972,0.091341487,1.78496439,3.43391471,3.72787265,3.19845953,2.55760567,2.34990005,2.84494667,2.92989044,2.49001007,0.181884187,0.009116655
239,Clog,A,Sde_David,3.16915208,0.87003403,1.20001392,13.03516846,8.4237215,2.180543836,12.16513443,2.44002609,2.015954761,7.116935891,1.75976181,1.533416117,3.06158489,3.27671926,0.039848328,-0.004084085,0.126764728,0.119783401,0.078077562,-0.013777662,1.54560385,3.6900169,2.55314711,1.40575604,1.52428058,3.08491402,2.13003616,1.39502983,1.56995468,0.120975174,0.082224187
240,Clog,A,Sde_David,3.20841268,0.73007813,1.26027851,13.07582321,7.8804451,2.091248425,12.34574509,2.52989616,2.224516826,8.642565274,1.734340668,1.43575898,3.10573715,3.31108821,0.049978256,0.056655309,0.216060138,0.069841385,0.039614454,0.106469866,1.66648737,3.33671749,2.997167,2.47720236,2.0849783,2.75984039,2.4599823,2.31995811,2.12000885,0.129586851,0.030250784
241,Clog,A,Sde_David,2.9441274,0.98009377,1.25001431,13.23635178,8.71752815,2.280416633,12.25625801,2.19991188,2.541940167,9.392344525,1.104750633,1.476204476,2.80346039,3.08479442,0.77996254,0.720940587,0.026891931,0.600103378,0.539819069,-0.1003774,1.53437073,2.79634228,1.96636401,2.00629189,2.17633173,2.16040688,1.9000824,1.86004715,2.29009705,-0.010444988,0.133446156
242,Clog,A,Sde_David,2.48810952,0.24025269,0.71304016,13.32941742,7.35938301,2.043787028,13.08916473,1.91017075,2.480843145,9.929896182,1.525024414,1.335763797,2.40296902,2.57325003,0.969703674,1.076958467,0.263521536,0.450153351,0.555839845,0.183731602,1.05124092,2.80049076,2.67430183,1.28136832,1.04349659,2.15999336,1.95991821,1.15005894,0.95003815,-0.118690434,0.171060276
243,Clog,A,Sde_David,3.36490839,1.50012054,1.88053741,13.14918365,8.36935177,2.085194037,11.64906311,2.63992538,2.586603937,9.608397136,1.049946785,1.347797039,3.26539277,3.46442401,-0.060050964,-0.099840404,0.222114526,-0.079929352,-0.153774968,0.114633189,2.10639511,3.69229513,2.65234037,2.6705105,2.82719014,2.67022934,2.46991959,2.58001938,2.87982216,0.244451115,-0.095714465
244,Clog,A,Sde_David,3.96693628,1.27047958,1.90002518,13.16994324,8.85202484,2.19432927,11.89946365,3.22009697,1.747444931,5.956646326,2.120433807,1.619467523,3.89142051,4.04245205,-0.640222549,-0.70186829,0.112979294,-0.610326767,-0.709667648,0.045569334,2.23891459,3.78420987,4.49968517,4.26543468,2.76323195,3.11989059,3.54988708,3.95974388,2.6901001,0.279053264,-0.118192943
245,Clog,A,Sde_David,3.70925079,1.08024635,1.73649464,13.60205307,8.75116558,2.214967313,12.52180672,3.01009216,2.095717223,7.643052558,1.899741173,1.543594278,3.63769293,3.78080865,0.069782257,0.055817198,0.09234125,-0.000343323,-0.027303434,0.035952977,2.06525261,3.65622397,4.2728011,3.49949158,2.50770995,2.64007797,3.66982498,2.9101757,2.29509392,0.118642864,0.023365809
246,Clog,A,Sde_David,2.64542391,0.31012802,0.80014057,12.93196945,7.76284065,2.146426826,12.62184143,2.02024727,2.338799671,8.89736397,1.61000061,1.424792185,2.56460495,2.72624288,0.459627151,0.519644077,0.160881737,0.629789352,0.648383026,-0.011992845,1.107656,3.10999436,2.65636849,1.43564468,0.94510836,2.15989761,2.12001305,1.20019798,0.86001282,0.009532532,0.192860753
247,Clog,A,Sde_David,3.10234754,0.76022987,1.28018665,13.0716217,7.72736168,2.049760168,12.31139183,2.56036453,2.309679112,9.038069482,1.749765396,1.373887777,3.04057398,3.16412109,-0.080490112,0.062720455,0.257548395,-0.000555038,0.144882102,0.117006006,1.57564429,3.57951196,3.38971606,2.8542588,1.77631502,2.89978867,2.87972717,2.6599205,1.70994263,0.128619431,0.07457993
249,Clog,A,Sde_David,3.18319722,0.8303093,1.43001957,13.16960754,8.3929184,2.178319425,12.33929825,2.49039688,2.423641717,9.034411645,1.449648857,1.431575407,3.10861087,3.25778357,0.089477539,0.081870771,0.128989138,0.109340668,0.064829915,0.019398866,1.71677501,3.2635193,3.64576566,2.19976842,1.85851303,2.71016922,2.75086823,2.19003525,1.86994781,0.142717449,0.017120185
250,Clog,A,Sde_David,3.05228179,0.67017441,1.21012993,13.57238464,8.81944122,2.294897297,12.90221024,2.29019051,2.370663902,8.729142571,1.680020332,1.517455155,2.96375624,3.14080735,0.689683914,0.612786195,0.012411266,0.349710464,0.270195599,-0.045257289,1.47953291,3.33464993,3.24396589,1.82380979,1.41109196,2.68015366,2.51467781,1.66495399,1.26989822,-0.026433602,0.084450413
251,Clog,A,Sde_David,2.90881796,0.6002037,0.97484961,12.89842911,7.49397087,2.013209123,12.2982254,2.44029922,2.351643266,9.394116293,1.549884796,1.317353778,2.83880844,2.97882749,-0.060424805,0.156250026,0.294099441,-0.170585632,0.030165524,0.171520062,1.4021074,3.0727632,2.79983533,2.28396548,2.39407082,2.6797554,2.21977539,2.17034836,2.39505119,0.107179478,0.025272672
252,Clog,A,Sde_David,2.80965965,0.61013298,1.06000786,13.04110031,7.52145996,2.086809759,12.43096733,2.13490181,2.400406495,9.265935189,1.4503479,1.399379832,2.729808,2.8895113,0.34497261,0.35540834,0.220498804,0.424907684,0.437569987,0.079956415,1.37410475,2.73325289,3.26082408,2.00065826,1.91174289,1.9701889,2.43993645,1.91990356,1.9549778,0.07733456,0.125864801
253,Clog,A,Sde_David,3.20945542,0.81006889,1.57021484,13.56953125,8.33902473,2.16873024,12.75946236,2.42998199,2.40283053,8.881406063,1.470050812,1.446240371,3.13775578,3.28115506,0.549892426,0.455612569,0.138578323,0.209918976,0.113021973,0.080909768,1.78343634,3.59862664,3.27016404,2.47313812,1.91002625,2.78981857,2.29005127,2.11984138,1.88998871,0.062173018,-0.004156208
254,Clog,A,Sde_David,3.30227499,0.78016319,1.18996181,13.12712326,8.04592457,2.048073994,12.34696007,2.78003159,2.041114492,7.643698696,1.590112686,1.401785883,3.21494021,3.38960978,-0.200157166,-0.037207003,0.25923457,-0.310317993,-0.163291505,0.136655191,1.7234606,3.9004308,2.6799767,2.38746258,2.7572295,3.09979668,2.4197506,2.22494164,2.73007431,0.144463125,-0.012010975
255,Clog,A,Sde_David,3.86483038,1.68015747,2.31001492,13.06398087,8.43901653,1.917780997,11.38382339,3.18993454,2.396524728,9.004252649,1.332530022,1.283114177,3.78293522,3.94672554,-0.71006012,-0.699762386,0.389527566,-0.379692078,-0.338657827,0.248267038,2.58396407,4.07000811,3.6947207,3.18133176,2.95662752,3.3401268,3.0999649,3.11500816,2.98000603,0.385202083,-0.132992016
257,Clog,A,Sde_David,3.67351204,1.0802578,1.67017212,13.06723251,9.01946106,2.212529117,11.98697472,2.88973846,2.076814295,7.314146241,1.780200958,1.548524747,3.58567904,3.76134505,-0.309864044,-0.408444052,0.094779446,-0.379989624,-0.491564683,0.038391173,2.0715838,3.83991649,3.5212652,2.71062015,2.83799668,2.99995651,2.81998291,2.69006958,2.78000679,0.235361537,-0.093352864
259,Clog,A,Sde_David,3.48049674,0.45004654,1.42170229,13.27013397,8.89833717,2.26260041,12.82008743,2.66001892,1.945477799,6.610129963,1.759777069,1.60539408,3.39127789,3.56971558,0.019855499,-0.115428748,0.044708153,-0.039855957,-0.141725627,0.109129715,1.82918191,3.54732455,3.82239178,2.47738473,2.26928666,2.72500229,2.89010239,2.24996185,2.31000137,0.149870277,-0.047135736
260,Clog,A,Sde_David,3.35309752,0.21011314,1.05996971,13.31986389,9.23762817,2.529118256,13.10975075,2.44019661,1.654715863,5.264845692,2.309791565,1.882375743,3.24418784,3.4620072,0.339677811,0.111970471,-0.221809693,0.349882126,0.118250334,-0.162405136,1.3803312,3.18483473,3.58664992,2.41085439,2.11305212,2.19501266,2.84993896,2.18999634,2.18005905,0.002792491,0.104459598
261,Clog,A,Sde_David,2.97797983,0.46023788,1.10011883,13.17711487,8.59513588,2.287106404,12.71687698,2.2001709,2.284400259,8.210911435,1.660106659,1.54296456,2.92174243,3.03421723,0.379703522,0.287088165,0.020202159,0.309577942,0.203967533,-0.036186114,1.4078533,3.30997068,3.00751282,2.96178337,1.76817666,2.68016663,2.02984848,2.01039352,1.62982407,0.062054933,0.07995374
262,Clog,A,Sde_David,3.25164761,0.63008308,1.40006256,13.2091217,8.72034073,2.297248051,12.57903862,2.38997269,2.178240314,7.63305127,1.645158768,1.593697805,3.13899925,3.36429596,0.289901733,0.113420384,0.010060513,0.230190277,0.087123505,0.074482075,1.68401449,3.62517591,2.54223892,2.27809472,2.23737639,2.84508133,2.18994522,2.19993973,2.21494293,0.110949363,-0.008214822
263,Clog,A,Sde_David,2.91232942,0.49025917,1.13995991,13.19783783,8.32365074,2.199241605,12.70757866,2.25994873,2.459349714,9.174104212,1.409767151,1.42650598,2.83020101,2.99445784,0.41992569,0.452738567,0.108066959,0.400047302,0.398804002,0.000585621,1.43558898,2.88984464,3.24240575,2.26703196,2.14299069,2.23002625,2.34499168,2.16022491,2.05500412,0.044343866,0.104392784
264,Clog,A,Sde_David,3.50060527,1.01017647,1.69848328,12.96077805,8.56995811,2.129029638,11.95060158,2.7498558,2.179992535,7.712506667,1.517586708,1.471474602,3.4346649,3.56654564,-0.269981384,-0.335537277,0.178278925,0.060386658,0.025567282,0.037018397,2.0379306,4.7203833,3.69904648,3.19825425,1.99087387,3.84004669,2.91993599,2.46996193,1.89493637,0.246255372,0.005954695
265,Clog,A,Sde_David,4.70240364,1.93025742,2.44109077,13.27986298,10.13032589,2.413593728,11.34960556,3.88003311,1.432886814,4.553846394,2.837153435,1.862302312,4.56282083,4.84198644,-1.100158691,-1.237335646,-0.106285164,-1.310176849,-1.436599392,-0.02534526,2.67567561,5.63388475,3.70253421,3.21656417,2.78628085,4.80537376,3.11491356,2.88992462,2.66004715,0.359655852,-0.25632436
