,min,prctile5,prctile95,std,MTD,median,skewness,IQR,meanci_1,meanci_2,Diff_median_of_plot,Diff_mean_of_row,prctile33,median_first_ring,median_second_ring,median_third_ring,median_core,CWSI_minus_CWSI_of_row,Type,Y_binary
81,0.1975585937500028,0.4146635742187499,11.15504980468751,3.418009488072368,12.9002880859375,2.292095947265629,1.136316603683921,4.574682617187499,3.379096056800194,3.980956193215476,0.5416992187499972,-0.242699640727075,0.7624773425590661,4.604406738281256,1.326523437500001,0.6334777832031335,0.4842456054687503,0.04976639648318684,Leak,1.0
218,1.12126953125,1.727482910156247,10.25602807617187,2.557387841567161,13.2026708984375,3.759349365234378,1.598208820410748,2.683452148437496,4.341628971477633,4.567514288062128,0.6106030273437426,0.2264514729875486,2.293011236469141,4.992191162109371,3.261683349609378,2.592076416015622,2.174873046875,-0.05933425333160514,Control,1.0
234,0.5195947265624987,0.7859653320312461,11.51784179687497,3.226346553500472,13.56240234375,3.252188720703124,1.157592962203338,4.105898437499999,4.089598251480716,4.394582961543797,0.6026147460937565,0.4069043888606743,1.341639425788138,5.105371093750001,2.366303710937501,2.012493896484372,1.309697265625001,0.2853459183862271,Leak,1.0
323,1.141958007812502,1.93771728515625,11.6655029296875,2.873336613798986,12.9212060546875,5.517298583984374,0.651933933145519,3.880046386718746,5.820033590899879,6.095850838483624,0.2814587402343776,0.08344819934193026,3.035488325558614,6.904417724609377,4.439649658203127,2.95064208984375,1.80806396484375,0.1525208736890335,Leak,1.0
210,0.7239697265624976,1.135749755859372,11.3871328125,3.184356373373722,12.344365234375,3.782906494140626,0.8218879982819667,4.850711669921878,4.659534133378379,4.94548162827882,0.3690539550781224,0.3863282162025143,1.768803183903803,6.022851562500001,2.468564453124998,1.590676269531247,1.698776855468747,0.2675400849344245,Control,1.0
296,0.7267504882812474,1.751640014648434,9.637988281249996,2.44129460824334,11.43882080078125,4.05469482421875,0.8922996925787735,3.445775756835928,4.465887986913778,4.717846205614272,-0.4393371582031307,0.3313342328730755,2.226427751777088,5.247947998046875,3.426499023437501,2.541257324218755,2.729562988281252,0.1798232473146982,Control,1.0
324,-0.02672607421875028,0.6678225097656245,9.346237426757806,2.756692209091805,12.34458740234375,3.086843261718752,0.8460178243984467,3.890792846679695,3.942542954130918,4.102311321066356,0.3285144042968682,-0.04390131854113122,1.46282691884829,5.032476806640627,3.01894775390625,2.204531249999999,1.850041503906251,0.05856508023701044,Leak,1.0
89,-0.03561523437500114,0.4603729248046804,7.887139892578119,2.275682107659192,10.7562890625,1.952963867187499,1.35493241429874,2.685958251953124,2.679858006176289,2.903389762118124,0.8049584960937537,0.3969484575663316,0.8656883790918712,3.188475341796874,1.349274902343744,0.9860473632812443,0.9538964843749937,0.06652630929386533,Control,1.0
245,0.9307983398437507,1.304308105468749,10.67193603515624,2.863357296224539,13.10730712890625,3.225666503906254,1.408604815874098,3.232189941406247,4.005889104898564,4.274230011200906,0.6291369628906267,0.5397789557827579,1.723583304329324,4.428084716796874,2.324492187499999,2.06003295898438,1.671914062500001,0.1694269449416771,Control,1.0
147,-0.8587695312499974,-0.2643981933593764,3.280049560546878,1.094242936359391,5.168076171875001,0.965931396484379,0.6727077163035594,1.561223144531255,1.11651454820543,1.220133645723052,0.907105712890619,0.5795063807308267,0.0648576608395004,1.436595458984378,0.521748046875004,0.3910449218750003,0.8150158691406304,0.1535301705328479,Control,1.0
337,2.720910644531251,3.547651367187498,11.15732421874999,2.332593526572637,10.82805419921875,6.007957763671875,0.8324264113262366,3.052546386718753,6.368836622307121,6.593285905732309,-0.5432556152343793,-0.3609673172847891,4.193746079493593,6.724866943359373,5.7437744140625,4.502769775390625,3.4251708984375,-0.1335925464494765,Control,1.0
92,-0.09739746093750057,0.4904738769531249,8.69710424804687,2.3664155797946,11.44332031250001,3.030642089843752,1.004184942454089,2.9830859375,3.433119767672828,3.666149961104956,0.1272802734375063,0.01961366753054961,1.285451101055585,4.391459960937503,2.378359375000002,1.819180908203123,2.085612792968753,0.07162214755670776,Control,1.0
69,0.895314941406248,1.110876464843749,4.050588378906248,0.9054788745614201,3.562365722656246,2.700078124999997,-0.06247387576096036,1.429484863281246,2.522720467856388,2.63802565673241,-0.6270410156250037,-0.08839550632252013,1.500132413138999,2.939333496093745,2.495806884765628,1.653000488281251,1.408621826171867,0.03682621094828956,Leak,1.0
123,-0.58673095703125,-0.3428889160156245,8.780397949218752,2.777612368803161,10.87791259765625,2.302666015625,0.8153728833299771,3.907153320312503,2.67057594725145,3.338697351780738,0.2552563476562568,0.05493661422649154,0.2932523970170422,3.405935058593748,1.498343505859374,0.5636352539062486,0.02493408203125114,0.1117099171271844,Leak,1.0
96,-0.0008374023437482947,0.3761105957031319,7.896871582031245,2.222270078332183,10.54645263671875,1.984771728515625,1.536191509830097,2.060549316406252,2.512075859528167,2.826908807932,0.6731506347656335,0.3927845767831641,0.8535465333961412,2.723759765625005,1.349007568359376,1.174647216796878,1.183369140625004,0.07548798492410769,Control,1.0
143,-0.9742553710937472,0.001193359375001535,4.088900268554688,1.173441198731451,5.375773925781253,2.265795898437503,-0.3173575148735596,1.580552368164064,2.131920075049209,2.330494425907389,-0.2927587890625034,0.1607703054935854,0.92747374802493,2.348297119140625,1.898374023437505,2.159670410156252,2.763574218750001,0.1421927450323159,Leak,1.0
298,-0.04201904296875014,1.384805664062501,8.439438232421875,2.100832734248887,12.09741455078125,3.474173583984378,1.141244613556967,2.279581298828127,3.986785105958422,4.078097286437259,0.04118408203124346,0.515475640484425,2.148483330241785,3.569487304687502,3.036323242187503,3.084184570312498,5.599890136718752,0.2675474881919775,Leak,1.0
97,-1.290363769531247,0.3573156738281256,3.644486083984376,0.9894186206924968,5.690622558593752,1.683626708984377,0.2053792235145695,1.267874755859367,1.794915247177705,1.897207409750443,0.2894104003906222,0.2614675595784419,0.8467512489720264,1.768903808593755,1.407312011718751,1.954085693359374,2.639821777343755,0.07703072021898924,Leak,1.0
223,0.05450195312500128,0.4159039306640651,11.71155395507812,3.499508721007077,14.0414306640625,2.987275390625001,0.9883322136637054,4.813908081054684,4.13072585032468,4.490653606290508,0.8675280761718795,0.338305267065337,1.159502904256197,5.479470214843751,2.269963378906247,1.47287353515625,1.009133300781251,0.3400971097395724,Leak,1.0
68,0.4889550781249952,1.164209472656246,9.223015625000002,2.462001165062119,11.2684912109375,3.384559326171868,0.959051816218793,3.278479003906249,3.955411763176841,4.221894563075239,-0.1266369628906148,-0.04795532029568506,1.794787822670656,4.115727539062497,2.798865966796868,1.801435546874998,2.587077636718746,0.03631373274244309,Control,1.0
23,0.6338549804687545,1.068697998046879,3.626987915039059,0.7929918649625505,3.635727539062493,2.103503417968753,0.4162077593746492,1.187843017578125,2.14892211189445,2.258920952926857,-0.2304663085937548,-0.3876597999027354,1.365499461780885,2.220034179687502,1.788349609375004,2.201018066406249,1.688873291015632,-0.1007097025257354,Control,1.0
37,-0.06729492187500341,0.623736083984376,10.33649560546876,2.966676423846532,13.38509765625,3.772869873046872,0.7992272293878713,4.056116943359378,4.223929056895926,4.495806207778145,-1.139074707031249,-0.6977832563565514,1.427583124838591,5.439475097656249,2.525725097656249,1.230450439453122,0.494497070312498,-0.04456401305884736,Leak,1.0
144,-1.520922851562499,-0.3581406249999972,8.707562500000002,2.874545346882411,12.29310546875,2.368577880859377,0.6946662492140488,4.282222900390629,2.982565662304431,3.270301673968682,0.08934448242187898,0.003393052667455265,0.2679622684757348,4.275949707031252,1.24829833984375,0.3523291015625034,0.1428369140624994,0.1432036555788204,Leak,1.0
122,-0.9639599609375011,-0.2802347412109398,8.012628662109371,2.527740364493821,11.615185546875,1.371481933593749,1.277488935787516,2.913552856445307,2.177858293350759,2.403135544272651,1.186440429687508,0.4468024149833028,0.1463162006981591,2.766867675781249,0.817442626953131,0.176625976562498,-0.1154809570312452,0.1102130796707195,Leak,1.0
67,0.3636474609375,0.7388457031250013,3.630283203125003,0.9022327419467248,3.930578613281249,1.858442382812505,0.4815152251673594,1.365825195312503,1.89934274235069,2.008822575863043,0.01459472656249261,-0.0124011350586386,0.9965539515398376,2.307932128906252,1.441679687499999,1.070368652343753,0.9793334960937514,0.03489251092940795,Leak,1.0
335,0.2771923828124976,0.8980749511718749,9.386321289062504,2.690010959010844,11.4495263671875,2.707082519531252,1.109410709991709,3.466337890625002,3.488250195741596,3.751736467848414,0.7082751464843682,-0.02115737823577035,1.240433245768859,4.470236816406253,2.011113281250001,1.380490722656248,1.167749023437498,0.0339565357626545,Clog,0.0
314,1.199975585937498,1.94894677734375,10.57046435546874,2.632516564338539,11.9989697265625,4.437070312499998,0.9294465954426737,3.334101562500003,5.082400690481968,5.315752696165013,1.027631835937498,0.9398758977417643,2.734398809379854,5.656945800781251,3.77587158203125,2.54757934570312,2.001726074218752,0.2982835851022282,Leak,1.0
380,1.796364746093751,2.733062988281251,10.1535244140625,2.219831420383817,12.00263916015625,4.29332153320313,1.78666422272383,1.907385253906256,4.879573614526439,5.070204432854258,-0.6385180664062489,-2.248900955920988,3.258759098496551,4.838198242187499,3.85434326171875,3.740187988281253,3.675161132812494,-0.6317424828750708,Clog,0.0
312,2.221684570312497,2.638794555664056,11.23360620117187,2.668548696709889,11.344287109375,4.958188476562498,0.9424316086479481,3.591859741210939,5.511510327305935,5.766071733396892,-0.8062280273437494,-0.07167894013834086,3.115859812527987,6.053457031249998,3.71074096679687,2.944416503906247,2.643720703124998,-0.006026969543832528,Clog,0.0
387,0.7433496093749987,1.369100341796873,11.55704980468749,3.058594704723962,13.2429541015625,3.916455078124997,1.081992872042228,3.777285766601565,4.605328116231483,4.885552425614101,0.5931909179687551,0.5975808851333966,1.926104907831863,5.230061035156247,3.094387207031247,1.706059570312501,1.353310546875001,0.2191473118140884,Leak,1.0
125,-2.305563964843749,-0.4508544921874957,8.93073974609375,2.843452996468273,13.17509521484375,2.536657714843749,0.5990245076841729,4.140249023437505,3.213959125151703,3.457327977247829,0.02126464843750853,-0.105816830395753,0.5287061040088119,4.517512207031253,1.577143554687503,1.49999267578125,1.078764648437499,0.1121220543156117,Leak,1.0
146,-0.8810961914062503,-0.369475097656256,3.194002075195307,1.093697150711367,5.171584472656249,0.7553955078125014,0.7854090309720257,1.5809326171875,0.9475498812494365,1.064993317925577,1.117641601562497,0.6841191178839239,-0.06579171870575351,1.281967773437501,0.396738281250002,0.198994140625004,-0.278544921874996,0.1530418916121367,Control,1.0
228,1.417668457031247,2.073237304687503,11.27741015625,2.774972426497099,12.55758056640625,3.948674316406247,1.287538099803198,3.542985229492189,4.802017477448317,5.085866990096122,-0.1938708496093682,-0.3641037199397275,2.570672403551846,5.380815429687495,3.349450683593751,2.734479980468748,2.620593261718746,-0.1065240878799641,Clog,0.0
86,-0.1022265625000003,0.4315161132812548,6.731644287109383,1.986750739928769,10.634765625,1.946989746093749,1.56305934780934,2.166188964843748,2.364053680482215,2.62115239543499,0.6109326171875082,0.5594787069862193,0.8058478666606632,2.654611816406252,1.344233398437503,0.9672192382812526,1.562687988281255,0.06314493814916783,Control,1.0
331,2.6930810546875,3.223522949218751,11.6507421875,2.540058603550486,11.2235205078125,5.91447021484375,0.7861182732874216,3.547697753906249,6.324855029412472,6.611381092908044,-2.259666748046868,-1.275778266699177,3.945026231349875,6.840432128906247,5.198986816406251,4.082203369140625,3.700935058593753,-0.4157786581042349,Clog,0.0
198,-2.078432617187499,-0.8764340820312491,8.595787109375003,3.029366870022202,13.7314111328125,0.8155529785156261,1.214062651562857,3.66335571289062,1.883483722240555,2.191576935547673,2.342369384765632,1.078503105147412,-0.4791107563088275,2.132274169921878,0.1706396484375006,-0.07364746093749375,-0.738892822265619,0.3367482995495814,Leak,1.0
332,1.602038574218749,2.370011596679685,12.90810205078124,3.178146716285059,14.68974365234375,5.718811035156246,0.8148741729667756,4.309862060546877,6.400766359885932,6.646102661932186,0.7187670898437517,1.292278332959825,3.433458885228685,5.11559936523437,5.585705566406251,5.209943847656252,7.014519042968747,0.5964659018447755,Leak,1.0
194,-2.129287109374999,-1.673029785156249,7.6794970703125,2.959184751052411,13.036708984375,0.02751708984374801,1.303091908791749,3.585051269531249,0.9410789159898414,1.213914838865996,2.530405273437509,1.261507238116351,-1.411399261116774,1.590083007812503,-1.040021972656248,-1.310207519531247,-1.128674316406254,0.3164284182449318,Leak,1.0
253,-0.2110351562499986,0.2987697753906247,10.18751013183593,3.058549455554007,13.285888671875,2.187170410156252,1.293054766336247,3.606424560546873,3.173483936855778,3.452185756820757,1.864790039062498,1.100170020747093,0.7352553127556973,3.951420898437501,1.224576416015626,0.7787255859375009,0.4945043945312513,0.3912340890945883,Leak,1.0
297,3.729177246093752,4.509333496093742,11.91408203125,2.364630439404596,10.47789794921875,6.298483886718753,0.8870904556687358,3.586681518554691,6.93862877218854,7.193698687007018,-1.588837890625001,-1.05012333659279,4.851191959337452,7.677114257812502,5.39371826171875,5.001538085937501,4.725935058593752,-0.5158918609875274,Clog,0.0
183,-1.596171875,-0.9806816406249936,7.51059619140625,2.564070513809548,12.295078125,0.6998754882812506,1.498667927486357,2.757639160156252,1.414132454388294,1.665126206371113,1.858046875000007,1.422389271995598,-0.5913170741819229,1.809216308593754,-0.1444067382812477,-0.1155468749999997,-0.4370385742187537,0.2567878575443442,Leak,1.0
196,-1.087927246093749,-0.5350952148437464,3.498674316406252,1.260268596952799,5.484013671875005,0.6168627929687531,0.7819643687147797,1.889879760742183,0.8842601582903598,1.038898797064604,1.356174316406246,1.080102046370747,-0.2636843709550334,1.681361083984378,0.01141967773438068,-0.2336547851562472,-0.1450659179687506,0.3197960475987186,Leak,1.0
278,3.766901855468749,4.378913574218753,13.004677734375,2.712663038523605,10.40409912109375,6.985804443359374,0.6720094093179299,4.153902587890627,7.460809154687066,7.72684662229042,-2.276158447265622,-1.945589954066612,4.884995399243909,8.853317871093747,5.884061279296869,4.914338378906248,4.74953125,-0.597700162799631,Clog,0.0
222,0.2475146484375017,0.7042784423828152,10.47138354492187,3.013021867111328,13.7478271484375,2.992275390624997,1.264926234440045,3.326381835937497,3.828418638086603,4.122900948811093,0.8625280761718841,0.7041787203836449,1.364178425494856,4.624906005859373,1.939016113281252,1.126726074218752,1.924656982421872,0.2774659320096328,Control,1.0
277,2.666528320312501,3.517446289062498,13.1935400390625,2.84914303270685,13.545478515625,6.052744140625002,1.188142053851333,3.308754882812501,6.722361119201693,6.975433539752643,0.5848339843749955,0.583912607390701,4.290376982740796,6.744687499999998,5.69774658203125,5.216171875000001,5.795466308593745,0.1294286891033046,Control,1.0
129,-0.439616699218746,0.5505804443359352,8.426372070312503,2.332774616431554,11.77920166015625,2.795986328125004,1.090503122285496,2.76999389648438,3.307260360352963,3.547188418776152,0.3619360351562548,0.5045234216268994,1.282008804321279,3.092321777343756,2.895178222656256,2.05916381835938,1.845034179687502,0.1155197931725689,Control,1.0
38,0.02778076171875199,1.058632202148438,3.853886352539064,0.871978524637695,4.270520019531247,2.164484863281253,0.2980059430648043,1.266652221679685,2.206271413843766,2.311228673431302,-0.2914477539062545,-0.2512211555950188,1.325066863926743,2.501875000000005,1.987954101562501,1.799124755859374,1.597817382812501,-0.04059604306034695,Control,1.0
11,1.483674316406251,1.659921020507817,3.949593994140621,0.7212793059912045,2.826723632812502,2.570207519531252,0.3384389047289372,1.17203735351562,2.616406450245364,2.710831550745297,-0.6971704101562537,-0.7267250308590718,1.884535927306928,3.048559570312499,2.232841796875,1.840616455078127,1.73064453125,-0.1568155975812379,Control,1.0
265,1.388676757812497,1.798338378906248,10.97845166015625,2.935169582515958,13.008359375,3.127735595703122,1.525480952351777,3.132331542968743,4.205596593649823,4.533184516502637,1.242216796874999,0.3116325476811994,2.086189395680108,4.670052490234376,2.607207031249999,2.160534667968747,2.088076171874995,0.001023100512838826,Leak,1.0
185,-0.9878222656249989,-0.5155773925781233,7.519930419921877,2.452719180995843,12.1046435546875,1.610617675781249,1.311964913630947,2.9055859375,2.091927090387493,2.330979542400904,1.347304687500007,1.150823594119046,0.01532835316881176,2.214389648437503,0.7289794921874986,0.109222412109375,-0.08843017578124801,0.2704705970219057,Leak,1.0
284,1.789484863281253,2.11160034179688,11.8069267578125,2.948721170758748,12.18685302734375,4.504780273437504,1.035166735908505,3.869986572265624,5.24168742233617,5.509012627430948,0.1048657226562497,0.0676711311726308,2.656863448750983,6.134487304687504,3.351267089843752,2.529414062500003,2.280512695312503,0.02130708379724677,Leak,1.0
112,-0.08444335937500114,0.3413902587890618,3.553416015624997,1.010849495745488,4.389895019531252,1.4840087890625,0.5540716921765015,1.55037475585938,1.636905327029837,1.755807546924245,0.389028320312498,0.1753672859896511,0.6599579705594181,2.011300048828126,1.006696777343748,1.033903808593749,0.7820788574218724,0.0936583528034235,Control,1.0
179,-1.516462402343748,-0.2174868164062502,3.483838623046879,1.095710526519106,5.892226562499999,1.104908447265629,0.6574643557658595,1.483769531250005,1.198646290329876,1.296832556592378,0.8681286621093705,0.8202219921556662,0.1221402634246473,1.26527221679688,0.7432788085937503,0.9137072753906281,1.162563476562504,0.2519089639100616,Leak,1.0
340,2.224116210937503,2.561293457031248,10.51796118164062,2.415461953181529,11.66785644531249,4.592302246093752,1.254615411614395,2.80335815429688,5.173204850351631,5.405488064170974,-0.737498779296871,-0.6095079434288095,3.109749584649634,5.710805664062498,4.249173583984373,3.596760253906247,3.019105224609376,-0.2472618916685169,Clog,0.0
255,0.1004565429687503,0.6392089843749993,11.86989379882813,3.407948127530957,14.22030029296875,3.680144042968752,1.002121138964192,4.522297363281254,4.38055829500205,4.694336386902254,0.5898083496093705,0.3205489901352578,1.358626307517731,5.428139648437497,2.3622705078125,1.529362792968751,1.423841552734377,0.1995072378156114,Control,1.0
117,-0.07156494140624403,0.7296489257812553,7.961564697265622,2.090404268357,11.13400146484375,2.612058105468755,1.528606584145328,1.990946655273433,2.958823718400239,3.161998980053582,0.5458642578125037,0.6745646610549443,1.254856156700193,2.736354980468754,2.395672607421879,2.209345703125003,2.646585693359377,0.1010812282632707,Leak,1.0
361,2.62732666015625,3.472723144531251,13.8271103515625,3.140339154118946,13.69623291015625,6.086240234375005,1.07267818762313,4.00091552734375,6.771010214687948,7.10195284926624,0.5513378906249926,1.133062201842208,4.044166278463514,7.678891601562498,5.073725585937495,4.144982910156251,3.577597656249999,0.3961332343311401,Control,1.0
272,0.7311547851562494,1.46623547363281,10.35985449218748,2.768648626413196,13.61672119140625,3.046840820312497,1.492951969628317,2.995427856445318,3.945910925089215,4.206947489144646,1.323111572265624,0.6478181289325704,1.843008992584252,4.778654785156249,2.230249023437501,2.047453613281249,2.310729980468743,0.1116788925252964,Leak,1.0
377,1.777111816406251,2.971728149414066,10.8674716796875,2.367451814242203,12.13744384765625,5.274853515625001,1.111767932520111,2.693444824218744,5.740229624208776,5.956073759624982,-1.620050048828119,-0.6558118974557985,3.679582335726533,6.284372558593748,4.5943798828125,4.079287109374999,3.261820068359373,-0.3405100610357034,Clog,0.0
282,0.5764892578125007,1.19009765625,9.878054199218756,2.858047708641629,11.263427734375,3.627415771484376,0.6975141154824183,4.524592285156253,4.367013748827983,4.587426489398904,-0.1120581054687548,0.04349791206431064,1.679006021372167,4.045858154296877,4.087226562499996,2.243566894531245,1.82827392578125,0.2105058124576422,Leak,1.0
355,1.908393554687503,2.514709716796876,11.07292138671875,2.766134170669369,11.878115234375,4.635933837890622,0.925773446355625,4.018525390625001,5.410232099787496,5.682538235220253,-0.9811303710937409,-0.3540453730427942,2.962549964963014,6.753089599609371,3.505917968750001,2.78758422851563,2.874327392578127,-0.1371901825606103,Clog,0.0
164,-0.572846679687494,0.1763607177734414,6.988838500976556,2.046553903605243,11.787412109375,1.929760742187504,1.651845338142077,2.018553466796867,2.279424542069918,2.474651872935198,1.228161621093754,0.957747680931341,0.6259922916317251,2.203021240234378,1.284754638671885,2.074990234375008,2.047082519531251,0.1929731574498767,Leak,1.0
