ID,Label,RTK_Num,Plot,row,Site_Name,cluster_number,Tree_num,Longitude,Latitude,mean,min,prctile5,max,prctile95,std,Std_plot,MTD,median,skewness,kurtosis,IQR,MAD,Meanci_1,Meanci_2,centroidY,centroidX,Diff_median_of_plot,Diff_mean_of_plot,Diff_std_of_plot,Diff_median_of_row,Diff_mean_of_row,Diff_std_of_row,AirTemp,mean_prctile33,mean_First_ring,mean_second_ring,mean_three_ring,mean_core,median_First_ring,median_second_ring,median_three_ring,median_core,CWSI,CWSI_minus_CWSI_of_row
1,blue,1,A,9,Sde_David,282,2,171821.4737,608237.7421,33.9043255,30.70027924,31.42997627,43.77900696,39.94021835,2.498603578,2.307308563,13.07872772,33.14060402,1.807334618,6.08120677,2.09970665,1.772259355,33.83159362,33.97705739,6056.542328,954.9550265,0.039270401,-0.039257515,-0.191295014,-0.020643234,-0.154288679,-0.166708953,30.6,31.94709455,34.6829043,34.1933394,33.00428784,33.28644317,33.58974075,33.55918884,32.94004822,33.27983856,0.046190222,0.029452817
2,blue,2,A,55,Sde_David,2756,1,172031.6509,608253.0837,34.09511568,31.64012718,32.06000996,43.76880646,39.24126148,2.204430257,2.307308563,12.12867928,33.3900528,2.110660603,7.572648668,1.669989586,1.52404107,34.02115462,34.16907673,5856.757247,3691.979209,-0.210178375,-0.230047688,0.102878306,-0.529987335,-0.564697271,-0.006788037,30.4,32.49193853,33.80713462,34.57759163,33.24625499,33.22684814,33.10981178,33.49031448,33.32001686,33.22990417,0.198838098,-0.13105422
3,blue,3,A,18,Sde_David,735,13,171861.6039,608311.3593,32.89437005,30.43021011,31.07001648,43.76013184,38.61873455,2.32309354,2.307308563,13.32992172,32.15956879,2.450774915,8.973432044,1.260007858,1.517163451,32.82899411,32.959746,5097.865856,1477.549557,1.020305634,0.970697938,-0.015784976,0.760501862,0.733600412,-0.003851464,30.3,31.39363315,33.88076806,33.28573825,32.06411309,31.70622051,32.88990402,32.45495605,31.88995361,31.72995949,-0.106680641,0.245718142
4,blue,4,A,14,Sde_David,536,12,171843.6266,608311.7375,33.37665943,30.09002495,31.14986811,43.75154877,39.05182533,2.357951551,2.307308563,13.66152382,32.66004944,2.116233496,7.754749869,1.949759483,1.623517267,33.3132773,33.44004156,5092.940026,1243.44106,0.519824982,0.48840856,-0.050642988,0.459941864,0.445398734,0.021419606,30.4,31.63227864,33.89556062,33.70517012,32.41334111,32.08170101,33.18051147,32.9405098,32.09011078,32.01005936,-0.037995531,0.149007387
5,blue,5,A,25,Sde_David,1122,20,171895.0946,608351.5216,33.3598296,30.64012718,31.27986526,43.70949936,38.79867172,2.298244964,2.307308563,13.06937218,32.59509659,2.039840825,7.195160596,1.839975357,1.601794449,33.26439016,33.45526903,4574.852915,1913.680717,0.584777832,0.505238394,0.009063599,0.764884949,0.644558835,0.027471244,29.7,31.66687775,33.76900649,32.92508397,32.57471476,33.0678088,32.70090485,32.45019531,32.59031677,33.07008362,-0.035264208,0.273477486
6,blue,6,A,37,Sde_David,1766,23,171948.885,608354.4373,33.74155011,31.00014877,31.80996628,43.76956177,39.35699692,2.307799243,2.307308563,12.76941299,32.95026398,2.151564605,7.606834063,1.814983368,1.595714383,33.68085417,33.80224605,4536.884089,2614.163967,0.229610443,0.123517876,-0.000490679,0.549560547,0.414202192,0.005116916,30.6,32.10816951,33.94578816,34.14388054,33.7938822,32.66390332,32.96513748,33.32010651,32.91993332,32.49490738,0.088248489,0.145695225
7,blue,7,A,73,Sde_David,3720,16,172111.0516,608357.1091,33.58148218,31.06036186,31.85982771,43.75294876,38.2523428,2.078111707,2.307308563,12.6925869,32.95030975,2.490993447,9.801055899,1.570014954,1.36781502,33.53196036,33.631004,4502.089996,4725.971923,0.229564667,0.28358581,0.229196856,0.229589462,0.237310502,0.092031992,30.5,32.14356515,33.96646128,33.64111875,33.58759836,32.62139965,33.32051849,32.89014053,33.05005646,32.45020294,0.100104467,0.055674195
8,blue,8,A,11,Sde_David,395,19,171831.4721,608362.3653,33.96711402,31.28009415,31.97992516,43.71078491,39.30679893,2.181407278,2.307308563,12.43069077,33.3800354,2.204928208,7.958084812,1.520198822,1.45168445,33.88113158,34.05309646,4433.641212,1085.159192,-0.20016098,-0.102046032,0.125901285,-0.189956665,-0.095766168,0.185305842,30.4,32.38748487,34.35897301,33.70518658,33.50256728,33.06799325,33.42028427,33.49002075,33.41012764,32.94009781,0.170061441,-0.062809352
9,blue,9,A,37,Sde_David,1769,26,171947.4451,608381.63,33.72858264,31.45000076,31.76001511,43.70959854,39.32350693,2.32142343,2.307308563,12.25959778,32.95997238,2.046344674,7.085752991,1.899932861,1.629372412,33.6353104,33.82185487,4182.768262,2595.413518,0.219902039,0.136485355,-0.014114866,0.539852142,0.427169671,-0.008507271,30.6,32.03070444,33.99760659,34.19176184,32.75713432,32.64359087,32.88036728,33.50490761,32.62983704,32.66497231,0.068021592,0.165922122
10,blue,10,A,41,Sde_David,2002,30,171965.0498,608386.8686,33.56900337,31.17002106,31.48035431,43.57962799,39.69802856,2.432706895,2.307308563,12.40960693,32.81004906,2.113856667,7.195243918,1.710212708,1.651968382,33.46040288,33.67760387,4114.548187,2824.669948,0.369825363,0.296064617,-0.125398331,0.309782028,0.276415862,-0.090265068,30.7,31.82690059,33.89216667,32.90329859,32.56658888,32.69340812,32.80996895,32.7401619,32.50002289,32.68995285,0.014429617,0.105624918
11,blue,11,A,62,Sde_David,3170,29,172062.2978,608417.8695,34.52370269,32.14006424,32.50005322,43.76999664,40.43571606,2.429052987,2.307308563,11.6299324,33.64990234,1.895849274,6.048876956,1.839286804,1.758523388,34.3884259,34.65897949,3710.840451,4091.078163,-0.470027924,-0.658634703,-0.121744424,-0.089836121,-0.340842107,-0.227587845,30.7,32.79050254,35.45730787,33.34316925,32.90145156,32.98871507,34.15985489,33.24520874,32.90991402,32.96993256,0.25963312,0.030001473
12,blue,12,A,10,Sde_David,362,33,171826.4738,608441.7476,33.55627709,30.61014938,31.5199502,43.75939941,39.28967171,2.393524564,2.307308563,13.14925003,32.80010605,2.10875138,7.390857775,1.642568588,1.65351093,33.46630351,33.64625067,3399.888644,1020.068357,0.379768372,0.308790896,-0.086216,0.400081635,0.33329948,-0.060655154,30.4,31.85223714,33.95082867,33.46515985,32.2646075,32.00882056,33.04994583,32.94005966,32.27500343,32.00999451,0.022602353,0.082062594
13,blue,13,A,9,Sde_David,323,43,171823.5978,608487.7653,33.96485906,31.3800106,31.76601257,43.53133011,39.72965622,2.473747686,2.307308563,12.1513195,33.09012985,1.804414107,5.89388036,2.199954987,1.802480693,33.77607277,34.15364535,2800.625378,982.6163142,0.089744568,-0.09979107,-0.166439123,0.029830933,-0.214822234,-0.141853062,30.4,32.08397619,33.5918268,32.68761914,32.34533246,32.36244609,33.25993347,32.66503334,32.36003876,32.30996704,0.08644574,-0.010802701
14,blue,14,A,51,Sde_David,2589,53,172012.6087,608490.6614,33.70242153,31.62024117,32.04994488,43.77900314,38.42226238,1.987665997,2.307308563,12.15876198,33.10995102,2.479398434,9.609447148,1.369911194,1.293016627,33.60844773,33.79639533,2762.910517,3444.002905,0.069923401,0.162646458,0.319642566,-0.320022583,-0.257392426,0.205177699,30.5,32.33817225,34.23521701,33.13495957,32.58623299,32.42217927,33.49993134,32.93984985,32.51497078,32.37990189,0.152280681,-0.088427055
15,blue,15,A,77,Sde_David,3966,54,172128.8537,608508.9691,34.39473351,31.87022972,32.30012302,43.66680145,39.95011005,2.379495831,2.307308563,11.79657173,33.5802536,1.863563336,6.033742757,1.818528175,1.700226451,34.2471486,34.54231843,2524.4995,4957.799201,-0.400379181,-0.529665524,-0.072187268,-0.339952469,-0.475625009,-0.200539732,30.4,32.62609319,34.87306853,33.07683335,33.39540253,33.78746452,34.07021904,33.07996368,33.3149929,33.75022888,0.235797292,-0.072761746
16,blue,16,A,4,Sde_David,65,6,171801.1567,608340.6511,33.38717776,30.62014771,31.15205574,43.74026489,39.7753067,2.547595322,2.307308563,13.12011719,32.63009644,2.000908605,6.768358029,2.020116806,1.772063631,33.30118501,33.47317052,4716.414641,690.3775934,0.549777985,0.477890226,-0.240286759,0.26984787,0.209451749,-0.130760079,30.6,31.49891742,33.86457545,32.73739962,32.09278107,31.89621593,32.85062408,32.36528969,31.97997665,31.85002327,-0.070833265,0.125406511
17,blue,17,A,62,Sde_David,3144,3,172063.3387,608251.6674,35.0983903,32.07998657,32.81005764,43.64113235,40.15259552,2.330398803,2.307308563,11.56114578,34.38975525,1.493440779,4.899658085,2.501984596,1.764591779,34.93716445,35.25961615,5875.201242,4104.63354,-1.209880829,-1.233322312,-0.02309024,-0.829689026,-0.915529716,-0.128933661,30.4,33.14054667,35.73327337,33.96032876,33.57964951,33.08263555,35.20488548,33.86022186,33.41495514,33.06010056,0.377527626,-0.087893033
18,blue,18,A,62,Sde_David,3145,4,172063.2052,608255.9541,33.26623865,31.57050705,31.86027145,43.65209198,38.59619904,2.087330308,2.307308563,12.08158493,32.49985886,2.667614894,10.09786906,0.969909668,1.350970553,33.1883601,33.3441172,5819.377625,4102.893917,0.680015564,0.598829344,0.219978256,1.060207367,0.91662194,0.114134834,30.4,32.06419554,33.25260101,33.54181003,32.53283141,32.46270549,32.33991814,32.60493279,32.499897,32.45009232,0.080996233,0.208638361
19,blue,19,A,60,Sde_David,3034,2,172054.426,608253.668,33.71030221,31.50070953,32.17997437,43.75349426,38.73007774,2.075664174,2.307308563,12.25278473,33.08998489,2.637284797,10.31036649,1.297510147,1.320164652,33.58789503,33.83270939,5849.148148,3988.567299,0.089889526,0.154765779,0.231644389,0.260051727,0.283504728,0.058769807,30.3,32.36449172,34.17730219,32.89703338,32.89696263,32.9624422,33.32022285,32.82508278,32.75003815,32.86492348,0.168365309,0.034027977
20,blue,20,A,66,Sde_David,3363,1,172080.6813,608258.8016,35.57715381,32.57014084,33.40999794,43.76657486,39.29622459,1.741258462,2.307308563,11.19643402,35.23012161,1.783359785,7.341227531,1.547410965,1.196923867,35.50618573,35.64812189,5782.295896,4330.47689,-2.050247192,-1.712085816,0.566050102,-2.000173569,-1.674668773,0.455817881,30.6,34.10520072,35.40770378,35.58107521,35.19361977,35.17734846,34.98006248,35.12997055,35.40995407,35.19007874,0.60969311,-0.418692268
21,blue,21,A,60,Sde_David,3035,3,172053.9045,608258.4988,33.91749749,31.69012642,32.1199091,43.71391678,39.69514694,2.334573915,2.307308563,12.02379036,33.03001785,2.186140389,7.470823251,1.639735222,1.605213499,33.83215435,34.00284063,5786.239486,3981.775808,0.149856567,-0.0524295,-0.027265352,0.320018768,0.076309449,-0.200139934,30.3,32.35300916,34.37282736,34.18839957,33.28757745,32.42252828,33.54008102,33.03007507,32.74488831,32.33989906,0.165112281,0.037281005
22,blue,22,A,58,Sde_David,2921,1,172044.7835,608258.3224,33.67026329,30.93058205,31.65014086,43.74033737,39.20707932,2.353315565,2.307308563,12.80975533,32.82019043,2.020302826,7.037942653,2.000675201,1.683835254,33.61670503,33.72382154,5788.535786,3862.998517,0.35968399,0.194804704,-0.046007002,0.039657593,-0.092537493,-0.1369891,30.3,31.9603562,33.51171488,34.02450024,33.99919391,32.60171361,32.91013718,32.92046738,32.87007523,32.35004807,0.053873003,0.036354168
23,blue,23,A,66,Sde_David,3364,2,172080.6498,608263.2672,34.14037055,32.32006073,32.80996571,43.38956833,38.27151127,1.797519155,2.307308563,11.0695076,33.51028442,2.683165366,10.61779786,1.030034065,1.153332199,34.06290911,34.21783199,5724.143409,4330.066152,-0.330410004,-0.275302558,0.509789408,-0.28033638,-0.237885515,0.399557187,30.6,33.02461583,34.43022848,33.66267058,33.43150054,33.68124061,33.66011047,33.39981079,33.36013222,33.64985275,0.327541697,-0.136540855
24,blue,24,A,64,Sde_David,3253,5,172071.5174,608264.3497,33.92871473,31.10031128,32.06989288,43.77939606,39.76100922,2.345950452,2.307308563,12.67908478,33.03008842,2.035252295,6.744016246,1.800235748,1.665460394,33.82343963,34.03398984,5710.046073,4211.139267,0.149785995,-0.06364674,-0.038641888,0.330169678,0.182814117,-0.150090811,30.6,32.31515224,34.50828639,33.62105287,32.7238515,32.67906382,33.18987656,32.72487068,32.64983368,32.69009399,0.142293728,0.081454164
25,blue,25,A,62,Sde_David,3146,5,172062.7001,608261.7789,33.76038175,31.35051727,31.90005093,43.66904068,38.72716045,2.161132966,2.307308563,12.31852341,32.90975189,2.100264049,7.437872307,1.654748917,1.524878024,33.67199465,33.84876886,5743.523706,4096.316659,0.270122528,0.104686236,0.146175598,0.650314331,0.422478832,0.040332177,30.4,32.24684276,33.91756209,33.8344145,32.70894185,32.48554839,33.1249218,33.07037735,32.68995667,32.46998596,0.131314976,0.158319617
26,blue,26,A,60,Sde_David,3036,4,172053.3745,608265.4811,33.71847777,31.50056839,31.86011038,43.74657059,39.20614643,2.248320038,2.307308563,12.2460022,32.94987869,2.136197653,7.418169551,1.622564316,1.563593786,33.63399356,33.80296199,5695.312523,3974.874403,0.229995728,0.146590216,0.058988525,0.400157928,0.275329165,-0.113886057,30.3,32.15310406,33.90010058,34.04097613,32.40291054,32.29369154,33.00013351,33.15992165,32.31510353,32.29998589,0.108478814,0.093914472
27,blue,27,A,66,Sde_David,3366,4,172080.4959,608268.5333,33.80861404,32.24004745,32.42602005,43.61079407,38.4318718,1.945729876,2.307308563,11.37074661,33.11495781,2.744655805,11.09964266,1.35011673,1.255812792,33.69033657,33.92689151,5655.565259,4328.06142,0.064916611,0.056453951,0.361578688,0.114990234,0.093870995,0.251346467,30.6,32.60411075,33.69405746,32.94925928,32.65848391,32.66379683,33.28098297,32.85501289,32.58054733,32.68994522,0.217743657,-0.026742815
28,blue,28,A,66,Sde_David,3365,3,172080.3615,608266.3856,34.07662489,32.43021393,32.67654133,43.67073822,38.27985897,1.899408848,2.307308563,11.24052429,33.44992828,2.557471837,9.949547106,1.167672157,1.249877777,33.96231202,34.19093777,5683.533396,4326.312324,-0.270053864,-0.211556904,0.407899716,-0.21998024,-0.174139861,0.297667495,30.6,32.86673583,33.84600292,33.17726118,33.2600222,33.35308082,33.36973,33.11984634,33.36009216,33.38011551,0.286317666,-0.095316824
29,blue,29,A,66,Sde_David,3367,5,172080.1734,608271.7182,33.76541401,31.13097572,32.16010818,43.6975708,39.21493683,2.138180541,2.307308563,12.56659508,32.97993088,2.417127352,8.784793699,1.313034058,1.427639122,33.67064752,33.8601805,5614.089888,4323.861593,0.199943542,0.09965398,0.169128022,0.250017166,0.137071024,0.058895801,30.6,32.40685211,33.89331426,33.51579752,32.77251623,32.74263197,33.10605049,32.84006882,32.60011673,32.67008209,0.166237471,0.02476337
30,blue,30,A,64,Sde_David,3254,6,172071.1808,608270.4895,33.99778477,31.79024315,32.30027466,43.61373138,39.00918198,2.082784148,2.307308563,11.82348824,33.29970932,2.43383288,9.050974072,1.219532013,1.376550033,33.92870014,34.06686939,5630.090155,4206.756726,-0.1198349,-0.132716775,0.224524416,0.060548782,0.113744082,0.113075493,30.6,32.6310553,33.98299857,34.49943187,33.5236607,33.32384517,33.27017212,33.44989586,33.25986671,33.21002769,0.224779146,-0.001031254
31,blue,31,A,62,Sde_David,3147,6,172062.4692,608266.9214,33.78505573,31.34027863,31.78002357,43.68124771,39.86919785,2.450957754,2.307308563,12.34096909,32.80991173,1.929271375,6.258583525,1.979640961,1.77592632,33.68139617,33.88871529,5676.555814,4093.310233,0.369962692,0.080012262,-0.14364919,0.750154495,0.397804858,-0.249492611,30.4,32.05964307,34.10875175,33.72068494,32.39366084,32.10028894,33.04480362,33.01977158,32.24992371,32.06503487,0.079742041,0.209892552
32,blue,32,A,60,Sde_David,3037,5,172052.9722,608271.6274,34.65082432,32.25038147,32.67021446,43.69087219,39.70470695,2.120852751,2.307308563,11.44049072,34.02998734,1.98227188,6.912228511,1.694801331,1.476556512,34.56571802,34.73593063,5615.272613,3969.635678,-0.850112915,-0.785756335,0.186455812,-0.679950714,-0.657017385,0.01358123,30.3,33.04786738,35.09746652,34.73673579,33.50620575,33.30834274,34.26971817,34.30984879,33.42512321,33.15984154,0.361966845,-0.159573559
33,blue,33,A,58,Sde_David,2922,2,172043.9024,608270.9692,33.30137831,30.48036766,31.73005085,43.75378799,38.19552917,2.151898234,2.307308563,13.27342033,32.55051804,2.475876817,9.438400865,1.380029678,1.425728866,33.23371676,33.36903987,5623.844393,3851.524949,0.629356384,0.563689675,0.155410329,0.309329987,0.276347479,0.064428231,30.4,31.90075364,33.67122013,33.69685123,32.51984858,32.16380279,32.76026535,32.83987617,32.12988663,32.05027771,0.035968498,0.054258674
34,blue,34,A,65,Sde_David,3312,3,172075.4842,608272.7335,33.97898058,31.84023476,32.35026093,43.77157211,39.22598495,2.096028714,2.307308563,11.93133736,33.31988144,2.457713937,8.959023984,1.110969543,1.362099673,33.93001713,34.02794402,5600.868645,4262.796649,-0.140007019,-0.113912587,0.21127985,0.080051422,0.113611718,0.068629217,30.6,32.62419985,33.67321151,34.32269573,34.2578479,33.21536154,33.18067932,33.22995758,33.41994476,33.15001488,0.222989118,0.01413711
35,blue,35,A,62,Sde_David,3148,7,172062.0774,608272.3675,33.35900107,30.48040009,31.65986824,43.67980576,38.58792953,2.189468249,2.307308563,13.19940567,32.54968452,2.270090632,8.244195637,1.540426254,1.511742296,33.27069603,33.44730611,5605.634518,4088.207276,0.630189896,0.50606692,0.117840315,1.010381699,0.823859516,0.011996894,30.4,31.89626044,33.57783781,33.68551997,32.48752989,32.05061685,32.57980347,32.88485718,32.34994316,32.00994873,0.034730635,0.254903958
36,blue,36,A,66,Sde_David,3368,6,172079.8185,608275.747,34.24429892,31.46089172,32.64010086,43.67995834,39.13232231,2.014970032,2.307308563,12.21906662,33.54027557,2.309075136,8.358421239,1.33697319,1.352296795,34.14726789,34.34132995,5561.625678,4319.239904,-0.360401154,-0.379230933,0.292338531,-0.31032753,-0.34181389,0.18210631,30.6,32.88717906,34.77369615,33.44348626,33.29122662,33.47093412,33.98566437,33.32997322,33.2448616,33.51981735,0.291655595,-0.100654754
37,blue,37,A,64,Sde_David,3255,7,172070.8826,608276.2609,33.9373079,30.17023849,32.1399971,43.66113281,39.00851593,2.139011498,2.307308563,13.49089432,33.13997269,2.113852006,7.64604182,1.662986755,1.493238104,33.82700406,34.04761173,5554.932274,4202.873531,0.039901733,-0.072239908,0.168297065,0.220285416,0.174220949,0.056848142,30.6,32.43748678,34.4318123,33.14893952,32.96236082,33.0149569,33.40484238,32.90029526,32.91005707,33.03499222,0.174236488,0.049511404
38,blue,38,A,58,Sde_David,2923,3,172043.5623,608277.3344,33.77992298,31.74019623,32.10748959,43.7293663,39.66429234,2.284451428,2.307308563,11.98917007,32.86981583,2.164204697,7.268317269,1.462708473,1.581844419,33.67617666,33.8836693,5540.953351,3847.095979,0.310058594,0.085145011,0.022857135,-0.009967804,-0.202197186,-0.068124964,30.4,32.27447695,34.31969047,33.11927026,32.54454721,32.45875464,33.43994522,32.72984695,32.5500164,32.46502686,0.138928108,-0.048700937
39,blue,39,A,68,Sde_David,3468,4,172088.7031,608278.7563,33.96704912,31.51025009,32.26987839,43.76161575,39.03517456,2.133459662,2.307308563,12.25136566,33.21162033,2.396557573,8.879642767,1.49917984,1.424920404,33.90446115,34.0296371,5522.43708,4434.939319,-0.031745911,-0.101981133,0.173848901,-0.041809082,-0.126318529,0.025140446,30.7,32.55472974,34.87481923,34.15485012,33.26714003,32.94313251,33.79988289,33.37017822,32.94997025,32.9199276,0.199637064,-0.040974282
40,blue,40,A,66,Sde_David,3369,7,172079.5392,608280.6887,34.23391895,31.3915863,32.50033951,43.72148514,39.47049809,2.116214004,2.307308563,12.32989883,33.56980515,2.254830878,8.102589123,1.427527428,1.413295176,34.15123858,34.31659932,5497.271536,4315.603017,-0.389930725,-0.36885096,0.191094559,-0.339857101,-0.331433917,0.080862338,30.6,32.76195281,34.19869487,34.62949973,33.42389542,33.51960959,33.40992355,33.95981979,33.34998322,33.55018616,0.258957782,-0.06795694
41,blue,41,A,64,Sde_David,3256,8,172070.6842,608279.3219,34.09460423,31.76122284,32.67462502,43.77383804,38.360116,1.897379669,2.307308563,12.0126152,33.36990356,2.36370292,9.163647199,1.389745712,1.308538268,33.98019752,34.20901093,5515.070822,4200.288952,-0.190029144,-0.229536235,0.409928895,-0.009645462,0.016924622,0.298479972,30.6,32.82726059,34.20387546,33.44693323,33.6805782,33.73729444,33.1699295,33.17023087,33.66489029,33.79995346,0.27601029,-0.052262398
42,blue,42,A,62,Sde_David,3149,8,172061.5342,608280.2143,33.86154467,30.48061943,32.11028976,43.70858002,39.32385559,2.240168732,2.307308563,13.22796059,33.0613842,2.25614516,7.940143754,1.369739532,1.523983159,33.79346709,33.92962225,5503.449543,4081.13359,0.118490219,0.003523321,0.067139832,0.498682022,0.321315917,-0.038703589,30.4,32.38032357,34.56992698,34.06388404,34.03280036,32.59727932,33.43992615,33.18045425,33.09492302,32.55003357,0.168088524,0.121546069
43,blue,43,A,60,Sde_David,3038,6,172052.6804,608277.7636,33.99717545,31.64000893,32.40976982,43.58122253,38.54975872,1.991350882,2.307308563,11.94121361,33.38980484,2.437358327,9.353511543,1.290099144,1.316800433,33.9196808,34.07467009,5535.364711,3965.836156,-0.20993042,-0.132107458,0.315957681,-0.039768219,-0.003368508,0.143083099,30.3,32.65175309,33.70580522,34.50815328,33.19631776,32.82439694,33.16996384,33.58985138,33.09010315,32.78989029,0.249746966,-0.04735368
44,blue,44,A,73,Sde_David,3710,6,172110.9872,608282.6143,33.43095059,31.46997833,31.88031301,43.77113724,38.52251129,2.045092434,2.307308563,12.30115891,32.81021881,2.745948026,10.86767898,1.160010338,1.260258727,33.33787445,33.52402674,5472.196015,4725.133549,0.369655609,0.434117399,0.262216129,0.369680405,0.387842091,0.125051265,30.5,32.14481896,34.0210898,32.71915546,32.49647648,32.07411891,33.17977715,32.66018677,32.39500618,32.04486465,0.100440627,0.055338035
45,blue,45,A,65,Sde_David,3313,4,172074.9358,608283.2767,34.52003193,32.55030441,33.08000336,43.62689972,38.96522598,1.963487366,2.307308563,11.07659531,33.76989555,2.44626786,9.170916381,1.29958725,1.326866795,34.4254515,34.61461236,5463.569361,4255.656212,-0.590021133,-0.654963938,0.343821197,-0.369962692,-0.427439633,0.201170565,30.6,33.27699526,34.83279962,34.10344856,33.65839052,33.74864335,33.77976608,33.74988937,33.69003677,33.75004387,0.393440464,-0.156314236
46,blue,46,A,64,Sde_David,3257,9,172070.4899,608283.0377,33.96190752,31.4003067,32.22013168,43.73012161,39.07491608,2.052632163,2.307308563,12.32981491,33.36994934,2.366230782,8.839868636,1.390155792,1.348496199,33.87452301,34.04929202,5466.681904,4197.758718,-0.190074921,-0.096839529,0.254676401,-0.009691238,0.149621329,0.143227478,30.6,32.53324722,34.41668283,33.69292608,32.89904962,32.71827463,33.56996918,33.1999054,32.83994293,32.61996269,0.199240488,0.024507404
47,blue,47,A,60,Sde_David,3039,7,172052.3296,608282.9844,33.58722776,31.70051193,32.17999573,43.63132095,38.17812042,1.997921471,2.307308563,11.93080902,32.91983986,2.740869781,10.9788282,1.239860535,1.268072415,33.49680893,33.67764658,5467.376464,3961.266773,0.260034561,0.277840233,0.309387092,0.430196762,0.406579182,0.13651251,30.3,32.33707202,33.87704998,33.37911239,32.46673255,32.44870151,33.14978409,32.88492203,32.37996674,32.45989609,0.160597259,0.041796026
48,blue,48,A,73,Sde_David,3711,7,172110.5455,608287.5768,33.56152668,31.22048378,31.74024906,43.72981262,38.86978645,2.229747167,2.307308563,12.50932884,32.80985451,2.292825531,8.365434672,1.649652481,1.503363828,33.47960132,33.64345205,5407.572683,4719.382022,0.370019913,0.303541308,0.077561396,0.370044708,0.257266,-0.059603468,30.5,32.01455015,33.71650802,33.7056827,32.52299741,32.15007794,33.02991486,33.06013489,32.40998077,32.09992981,0.065514188,0.090264474
49,blue,49,A,68,Sde_David,3469,5,172088.1327,608287.9615,34.07095515,31.53024101,32.35020237,43.76903915,38.76604042,2.049987216,2.307308563,12.23879814,33.34980011,2.151755203,7.864901537,1.700000763,1.437759161,34.00531315,34.13659715,5402.56175,4427.512403,-0.16992569,-0.205887158,0.257321348,-0.179988861,-0.230224554,0.108612893,30.7,32.61034868,34.74066399,34.28320646,34.0420907,33.26997841,33.62997818,33.42998886,33.50003052,33.11987877,0.21379017,-0.055127387
50,blue,50,A,66,Sde_David,3370,8,172079.1761,608288.1139,33.87042719,30.93078995,32.2699852,43.75045013,38.79014168,2.04908978,2.307308563,12.81966019,33.26016045,2.493599413,9.495878074,1.429912567,1.328858888,33.80616339,33.93469098,5400.578301,4310.874872,-0.080286026,-0.005359199,0.258218783,-0.030212402,0.032057845,0.147986562,30.6,32.49485305,34.16911607,34.25419997,33.22135686,33.03341901,33.43980789,33.32494164,32.96988297,32.939888,0.189215389,0.001785453
51,blue,51,A,64,Sde_David,3258,10,172070.1958,608287.4237,34.03129689,31.69081497,32.21982193,43.74744034,39.59222031,2.400809671,2.307308563,12.05662537,32.98991966,1.997055883,6.540461469,1.840148926,1.749197579,33.92061993,34.14197384,5409.566298,4193.928729,0.189954758,-0.166228898,-0.093501107,0.37033844,0.080231959,-0.20495003,30.6,32.42486107,34.29349905,33.61948203,32.70489798,32.66740848,33.13989258,32.84000969,32.61998367,32.61985207,0.170939791,0.052808101
52,blue,52,A,62,Sde_David,3150,9,172061.1039,608289.1936,33.49705221,31.00042534,31.84999218,43.75061035,38.1643528,2.049717783,2.307308563,12.75018501,32.87995529,2.486093275,9.693126624,1.354774475,1.348489248,33.43014782,33.56395661,5386.517461,4075.530211,0.299919128,0.368015779,0.25759078,0.680110931,0.685808375,0.151747359,30.4,32.10326405,33.63295945,33.71793022,32.93108599,32.24326043,33.01973724,32.92012978,32.69989014,32.16996384,0.091759486,0.197875107
53,blue,53,A,60,Sde_David,3040,8,172051.9708,608288.3898,33.89544259,31.10061646,32.12190666,43.59768295,38.64551487,2.113217611,2.307308563,12.4970665,33.18978119,2.262860902,8.431848186,1.609388351,1.437091486,33.81406705,33.97681814,5396.98496,3956.594292,-0.009906769,-0.030374604,0.194090952,0.160255432,0.098364345,0.02121637,30.3,32.41196288,33.93624155,34.47335289,32.84005781,32.58365084,33.13034248,33.81996918,32.80995178,32.65496635,0.181813973,0.020579313
54,blue,54,A,64,Sde_David,3259,11,172069.8207,608292.1311,33.43170361,29.35031509,31.84010391,43.77047348,38.52729797,2.152727173,2.307308563,14.42015839,32.70503235,2.31966474,8.788033052,1.283332825,1.432287281,33.34439847,33.51900875,5348.263473,4189.044055,0.474842072,0.433364378,0.15458139,0.655225754,0.679825235,0.043132467,30.6,32.00348989,33.70384025,33.32822454,32.30702486,32.22732497,32.84983444,32.8301506,32.3599205,32.1998291,0.060915604,0.162832288
55,blue,55,A,75,Sde_David,3809,7,172119.1199,608296.5118,33.87677956,31.47014427,32.11003838,43.73695374,39.60673637,2.316033527,2.307308563,12.26680946,32.98979378,2.312188981,8.000719514,1.291023254,1.566372497,33.7892508,33.96430832,5291.215825,4831.041605,0.190080643,-0.011711572,-0.008724963,0.170202255,-0.065646136,-0.1162063,30.5,32.42689449,33.78678243,34.19954936,32.91995305,32.81509998,32.86984444,33.10997391,32.90017319,32.66009712,0.176068047,-0.027331398
56,blue,56,A,62,Sde_David,3151,10,172060.7992,608294.3778,34.04148075,31.44036293,31.77995758,43.6998558,40.76610374,2.563025516,2.307308563,12.25949287,33.06017113,1.755840116,5.512204393,2.27035141,1.882856808,33.86179451,34.22116699,5319.006378,4071.5625,0.119703293,-0.176412758,-0.255716953,0.499895096,0.141379838,-0.361560374,30.4,32.11513158,34.59007619,32.57230836,32.21426097,32.21552142,33.80503845,32.52510262,32.21496201,32.20996475,0.095028953,0.19460564
